variable,sector,outcome,selected,lasso_coef,enet_coef
new_enterprises,Life Sciences,growth_bus,0,-0.0,-0.0
deaths_of_enterprises,Life Sciences,growth_bus,1,-0.0839301865604712,-0.07274373217582984
active_enterprises,Life Sciences,growth_bus,0,-0.0,-0.046683476156236615
high_growth_enterprises,Life Sciences,growth_bus,1,0.016401868143465875,0.06490669835220647
broadband_availability,Life Sciences,growth_bus,1,0.0817245843064809,0.08744068653625083
4g_area_coverage,Life Sciences,growth_bus,0,-0.0,-0.0046255186881195174
net_additions,Life Sciences,growth_bus,0,-0.0,-0.007750557646489178
related_variety,Life Sciences,growth_bus,1,0.35694309785472594,0.33074493031572466
level_3+_qualifications,Life Sciences,cagr_bus,1,0.03721409598630635,0.037802141527669635
gcse_by_age_19,Life Sciences,cagr_bus,0,0.0,0.0
apprenticeship_starts,Life Sciences,cagr_bus,0,0.0,0.0
apprenticeship_achievements,Life Sciences,cagr_bus,0,-0.0,-0.0
fe_and_skills_participation,Life Sciences,cagr_bus,0,-0.0,-0.0
new_enterprises,Life Sciences,cagr_bus,0,0.0,0.0
deaths_of_enterprises,Life Sciences,cagr_bus,0,0.0,0.0
active_enterprises,Life Sciences,cagr_bus,1,0.005460188771710465,0.005774613775441545
high_growth_enterprises,Life Sciences,cagr_bus,0,0.0,0.0
broadband_availability,Life Sciences,cagr_bus,1,0.04349882945700582,0.04415301756010959
4g_area_coverage,Life Sciences,cagr_bus,1,-0.015087407144104241,-0.016049885060682615
net_additions,Life Sciences,cagr_bus,1,-0.0019455796114681576,-0.002603013181706697
related_variety,Life Sciences,cagr_bus,1,0.10671728381635848,0.106884304303329
level_3+_qualifications,Life Sciences,cagr_emp,1,0.021370806258053272,0.01884572068116511
gcse_by_age_19,Life Sciences,cagr_emp,0,0.0,0.0
apprenticeship_starts,Life Sciences,cagr_emp,0,-0.0,-0.0
apprenticeship_achievements,Life Sciences,cagr_emp,0,-0.0,-0.0
fe_and_skills_participation,Life Sciences,cagr_emp,1,-0.006280760197283503,-0.008576652932665883
new_enterprises,Life Sciences,cagr_emp,0,0.0,0.0
deaths_of_enterprises,Life Sciences,cagr_emp,0,0.0,0.0
active_enterprises,Life Sciences,cagr_emp,0,0.0,0.0
high_growth_enterprises,Life Sciences,cagr_emp,1,0.0038523582309705003,0.005707419547002492
broadband_availability,Life Sciences,cagr_emp,1,0.009755211506451523,0.0109599304391483
4g_area_coverage,Life Sciences,cagr_emp,0,-0.0,-0.0
net_additions,Life Sciences,cagr_emp,0,-0.0,-0.0
related_variety,Life Sciences,cagr_emp,1,0.005293924513666798,0.006400862851768535
level_3+_qualifications,Professional and Business Services,lq_emp,1,0.016766770228964573,0.021513815105316702
gcse_by_age_19,Professional and Business Services,lq_emp,1,0.06896706078001717,0.06466273085815989
apprenticeship_starts,Professional and Business Services,lq_emp,0,-0.0,-0.013952506557129459
apprenticeship_achievements,Professional and Business Services,lq_emp,1,-0.04420184669228359,-0.03348373775144952
fe_and_skills_participation,Professional and Business Services,lq_emp,1,-0.05295305268267125,-0.0501242929258561
new_enterprises,Professional and Business Services,lq_emp,0,-0.0,-0.0
deaths_of_enterprises,Professional and Business Services,lq_emp,0,-0.0,-0.0
active_enterprises,Professional and Business Services,lq_emp,1,-0.027761450957392787,-0.024816527827065744
high_growth_enterprises,Professional and Business Services,lq_emp,1,0.15333497593746667,0.14457153362140085
broadband_availability,Professional and Business Services,lq_emp,1,0.08636332363704105,0.08488394831020978
4g_area_coverage,Professional and Business Services,lq_emp,1,0.006066745184445273,0.010240435199693988
net_additions,Professional and Business Services,lq_emp,1,0.02566085850039649,0.02820354587304501
related_variety,Professional and Business Services,lq_emp,1,-0.015859322336142758,-0.01795052861482782
level_3+_qualifications,Professional and Business Services,lq_bus,1,0.0814350084497746,0.07767377362078773
gcse_by_age_19,Professional and Business Services,lq_bus,1,0.04571955570933601,0.04665128266855407
apprenticeship_starts,Professional and Business Services,lq_bus,1,-0.01891611472255587,-0.024598803615916397
apprenticeship_achievements,Professional and Business Services,lq_bus,1,-0.03573930941194996,-0.031068299002990837
fe_and_skills_participation,Professional and Business Services,lq_bus,1,-0.008771863637991801,-0.01022459681427526
new_enterprises,Professional and Business Services,lq_bus,0,0.0,0.0
deaths_of_enterprises,Professional and Business Services,lq_bus,0,0.0,0.0
active_enterprises,Professional and Business Services,lq_bus,0,0.0,0.0
high_growth_enterprises,Professional and Business Services,lq_bus,1,0.046497695717179675,0.04560161178791616
broadband_availability,Professional and Business Services,lq_bus,1,0.03517845595417958,0.03437387099755445
4g_area_coverage,Professional and Business Services,lq_bus,1,0.014071110106612772,0.0150252789986289
net_additions,Professional and Business Services,lq_bus,0,-0.0,-0.0
related_variety,Professional and Business Services,lq_bus,1,-0.08202845818712791,-0.07806999334751376
level_3+_qualifications,Professional and Business Services,growth_emp,0,0.0,0.0
gcse_by_age_19,Professional and Business Services,growth_emp,0,0.0,0.0
apprenticeship_starts,Professional and Business Services,growth_emp,0,0.0,0.0
apprenticeship_achievements,Professional and Business Services,growth_emp,0,0.0,0.0
fe_and_skills_participation,Professional and Business Services,growth_emp,1,-0.016388510070809253,-0.016940551709305047
new_enterprises,Professional and Business Services,growth_emp,0,0.0,0.0
deaths_of_enterprises,Professional and Business Services,growth_emp,0,0.0,0.0
active_enterprises,Professional and Business Services,growth_emp,0,0.0,0.0
high_growth_enterprises,Professional and Business Services,growth_emp,1,0.014537519119084973,0.015172046099693245
broadband_availability,Professional and Business Services,growth_emp,0,-0.0,-0.0
4g_area_coverage,Professional and Business Services,growth_emp,1,-0.009087827287209508,-0.009755159685486972
net_additions,Professional and Business Services,growth_emp,0,0.0,0.0
related_variety,Professional and Business Services,growth_emp,0,-0.0,-0.0
level_3+_qualifications,Professional and Business Services,growth_bus,0,-0.0,-0.0
gcse_by_age_19,Professional and Business Services,growth_bus,0,0.0,0.0
apprenticeship_starts,Professional and Business Services,growth_bus,0,-0.0,-0.0
apprenticeship_achievements,Professional and Business Services,growth_bus,0,-0.0,-0.0
fe_and_skills_participation,Professional and Business Services,growth_bus,0,-0.0,-0.0
new_enterprises,Professional and Business Services,growth_bus,0,0.0,0.0
deaths_of_enterprises,Professional and Business Services,growth_bus,0,0.0,0.0
active_enterprises,Professional and Business Services,growth_bus,0,0.0,0.0
high_growth_enterprises,Professional and Business Services,growth_bus,1,0.006104264458886708,0.005748092199696031
broadband_availability,Professional and Business Services,growth_bus,1,-0.0006401981497778964,-0.0002990612060353055
4g_area_coverage,Professional and Business Services,growth_bus,1,-0.0013583390179726829,-0.0011750477955082255
net_additions,Professional and Business Services,growth_bus,0,0.0,0.0
related_variety,Professional and Business Services,growth_bus,1,0.01607335333744397,0.015728054273797955
level_3+_qualifications,Professional and Business Services,cagr_bus,0,-0.0,-0.0
gcse_by_age_19,Professional and Business Services,cagr_bus,0,0.0,0.0
apprenticeship_starts,Professional and Business Services,cagr_bus,0,-0.0,-0.0
apprenticeship_achievements,Professional and Business Services,cagr_bus,0,-0.0,-0.0
fe_and_skills_participation,Professional and Business Services,cagr_bus,0,-0.0,-0.0
new_enterprises,Professional and Business Services,cagr_bus,0,0.0,0.0
deaths_of_enterprises,Professional and Business Services,cagr_bus,0,0.0,0.0
active_enterprises,Professional and Business Services,cagr_bus,0,0.0,0.0
high_growth_enterprises,Professional and Business Services,cagr_bus,1,0.00046028097917544714,0.0004970920532086988
broadband_availability,Professional and Business Services,cagr_bus,0,-0.0,-0.0
4g_area_coverage,Professional and Business Services,cagr_bus,0,-0.0,-0.0
net_additions,Professional and Business Services,cagr_bus,0,-0.0,-0.0
related_variety,Professional and Business Services,cagr_bus,1,0.0021874432926399607,0.0022241099378408234
level_3+_qualifications,Professional and Business Services,cagr_emp,0,0.0,0.0
gcse_by_age_19,Professional and Business Services,cagr_emp,0,0.0,0.0
apprenticeship_starts,Professional and Business Services,cagr_emp,0,0.0,0.0
apprenticeship_achievements,Professional and Business Services,cagr_emp,0,0.0,0.0
fe_and_skills_participation,Professional and Business Services,cagr_emp,1,-0.002284872781269287,-0.0024189911600372817
new_enterprises,Professional and Business Services,cagr_emp,0,0.0,0.0
deaths_of_enterprises,Professional and Business Services,cagr_emp,0,0.0,0.0
active_enterprises,Professional and Business Services,cagr_emp,0,0.0,0.0
high_growth_enterprises,Professional and Business Services,cagr_emp,1,0.002928416313935431,0.0030967866648526385
broadband_availability,Professional and Business Services,cagr_emp,0,-0.0,-5.339273421138349e-05
4g_area_coverage,Professional and Business Services,cagr_emp,1,-0.0019797086740956046,-0.002111930075219676
net_additions,Professional and Business Services,cagr_emp,0,0.0,0.0
related_variety,Professional and Business Services,cagr_emp,0,-0.0,-0.0
