group,sector,dep_var,model_type,feature,importance
full,Life Sciences,trajectory_employees,regression,smokers,0.025848730474837225
full,Life Sciences,trajectory_employees,regression,reception_obesity,0.009093353817736191
full,Life Sciences,trajectory_employees,regression,year_6_obesity,0.0552127307268963
full,Life Sciences,trajectory_employees,regression,adult_obesity,0.033166818798103785
full,Life Sciences,trajectory_employees,regression,cancer_diagnosis,0.02164028584051159
full,Life Sciences,trajectory_employees,regression,under_75_mortality_rate,0.011216802733715845
full,Life Sciences,trajectory_employees,regression,life_satisfaction,0.056098576561383895
full,Life Sciences,trajectory_employees,regression,worthwhile,0.15634687433078048
full,Life Sciences,trajectory_employees,regression,happiness,0.0821217373594998
full,Life Sciences,trajectory_employees,regression,anxiety,0.061290042748689724
full,Life Sciences,trajectory_employees,regression,net_additions,0.03892632480547728
full,Life Sciences,trajectory_employees,regression,related_variety,0.028327516220346932
full,Life Sciences,trajectory_employees,regression,size_large_share,0.0
full,Life Sciences,trajectory_employees,regression,size_micro_share,0.0052185794082898205
full,Life Sciences,trajectory_employees,regression,public_transport_to_employer,0.00470188406317748
full,Life Sciences,trajectory_employees,regression,drive_to_employer,0.012079225633311935
full,Life Sciences,trajectory_employees,regression,cycle_to_employer,0.008984390955290487
full,Life Sciences,trajectory_businesses,regression,new_enterprises,0.010238549915788453
full,Life Sciences,trajectory_businesses,regression,deaths_of_enterprises,0.045587455002166294
full,Life Sciences,trajectory_businesses,regression,active_enterprises,0.034297848134238175
full,Life Sciences,trajectory_businesses,regression,high_growth_enterprises,0.011918910169191735
full,Life Sciences,trajectory_businesses,regression,broadband_availability,0.03443739822880494
full,Life Sciences,trajectory_businesses,regression,4g_area_coverage,0.008237134917747841
full,Life Sciences,trajectory_businesses,regression,gcse_by_age_19,0.017864952744301686
full,Life Sciences,trajectory_businesses,regression,early_years_comms,0.02435883970775534
full,Life Sciences,trajectory_businesses,regression,early_years_literacy,0.011274009149506346
full,Life Sciences,trajectory_businesses,regression,early_years_maths,0.0022417309185702896
full,Life Sciences,trajectory_businesses,regression,apprenticeship_starts,0.04266939888971498
full,Life Sciences,trajectory_businesses,regression,apprenticeship_achievements,0.011913746010329558
full,Life Sciences,trajectory_businesses,regression,level_3+_qualifications,0.0546296198746049
full,Life Sciences,trajectory_businesses,regression,fe_and_skills_participation,0.014502266384002841
full,Life Sciences,trajectory_businesses,regression,smokers,0.014210178034054914
full,Life Sciences,trajectory_businesses,regression,reception_obesity,0.02668601607475444
full,Life Sciences,trajectory_businesses,regression,year_6_obesity,0.011852774242032509
full,Life Sciences,trajectory_businesses,regression,adult_obesity,0.019373305149942815
full,Life Sciences,trajectory_businesses,regression,cancer_diagnosis,0.013039154441779605
full,Life Sciences,trajectory_businesses,regression,under_75_mortality_rate,0.012854437056802104
full,Life Sciences,trajectory_businesses,regression,life_satisfaction,0.012153405555598375
full,Life Sciences,trajectory_businesses,regression,worthwhile,0.006370725574874328
full,Life Sciences,trajectory_businesses,regression,happiness,0.020692058355519852
full,Life Sciences,trajectory_businesses,regression,anxiety,0.013051817741526623
full,Life Sciences,trajectory_businesses,regression,net_additions,0.020015134338906514
full,Life Sciences,trajectory_businesses,regression,related_variety,0.4566223970928971
full,Life Sciences,trajectory_businesses,regression,size_large_share,0.0
full,Life Sciences,trajectory_businesses,regression,size_micro_share,0.008116791357326528
full,Life Sciences,trajectory_businesses,regression,public_transport_to_employer,0.006279699565132619
full,Life Sciences,trajectory_businesses,regression,drive_to_employer,0.019992968863558412
full,Life Sciences,trajectory_businesses,regression,cycle_to_employer,0.014517276508569855
full,Life Sciences,lq_emp_binary,classification,new_enterprises,0.0413898705541651
full,Life Sciences,lq_emp_binary,classification,deaths_of_enterprises,0.05001901891262855
full,Life Sciences,lq_emp_binary,classification,active_enterprises,0.042791884907160106
full,Life Sciences,lq_emp_binary,classification,high_growth_enterprises,0.016782570880487607
full,Life Sciences,lq_emp_binary,classification,broadband_availability,0.0318457715318775
full,Life Sciences,lq_emp_binary,classification,4g_area_coverage,0.03777376121874967
full,Life Sciences,lq_emp_binary,classification,gcse_by_age_19,0.025467650732831252
full,Life Sciences,lq_emp_binary,classification,early_years_comms,0.02014255848977139
full,Life Sciences,lq_emp_binary,classification,early_years_literacy,0.014518478629636756
full,Life Sciences,lq_emp_binary,classification,early_years_maths,0.024936357682188638
full,Life Sciences,lq_emp_binary,classification,apprenticeship_starts,0.04352379385487721
full,Life Sciences,lq_emp_binary,classification,apprenticeship_achievements,0.02820979155874272
full,Life Sciences,lq_emp_binary,classification,level_3+_qualifications,0.037412732271916445
full,Life Sciences,lq_emp_binary,classification,fe_and_skills_participation,0.05972153958200305
full,Life Sciences,lq_emp_binary,classification,smokers,0.03453340778695089
full,Life Sciences,lq_emp_binary,classification,reception_obesity,0.03874517323052789
full,Life Sciences,lq_emp_binary,classification,year_6_obesity,0.05209149116025757
full,Life Sciences,lq_emp_binary,classification,adult_obesity,0.024055722427626214
full,Life Sciences,lq_emp_binary,classification,cancer_diagnosis,0.02261807165743789
full,Life Sciences,lq_emp_binary,classification,under_75_mortality_rate,0.03176138500387396
full,Life Sciences,lq_emp_binary,classification,life_satisfaction,0.04296524248389006
full,Life Sciences,lq_emp_binary,classification,worthwhile,0.027845644219331566
full,Life Sciences,lq_emp_binary,classification,happiness,0.02884959697546694
full,Life Sciences,lq_emp_binary,classification,anxiety,0.045077738783622284
full,Life Sciences,lq_emp_binary,classification,net_additions,0.01557399958588767
full,Life Sciences,lq_emp_binary,classification,related_variety,0.01868604298430923
full,Life Sciences,lq_emp_binary,classification,size_large_share,0.0
full,Life Sciences,lq_emp_binary,classification,size_micro_share,0.08319090178832576
full,Life Sciences,lq_emp_binary,classification,public_transport_to_employer,0.022021311780774523
full,Life Sciences,lq_emp_binary,classification,drive_to_employer,0.01992829307234566
full,Life Sciences,lq_emp_binary,classification,cycle_to_employer,0.017520196252335918
full,Life Sciences,lq_bus_binary,classification,new_enterprises,0.02148480638166095
full,Life Sciences,lq_bus_binary,classification,deaths_of_enterprises,0.031202381458313805
full,Life Sciences,lq_bus_binary,classification,active_enterprises,0.02887318956345947
full,Life Sciences,lq_bus_binary,classification,high_growth_enterprises,0.0484995933537852
full,Life Sciences,lq_bus_binary,classification,broadband_availability,0.012250966066517955
full,Life Sciences,lq_bus_binary,classification,4g_area_coverage,0.00975555155440798
full,Life Sciences,lq_bus_binary,classification,gcse_by_age_19,0.014065266038864961
full,Life Sciences,lq_bus_binary,classification,early_years_comms,0.014006541774425998
full,Life Sciences,lq_bus_binary,classification,early_years_literacy,0.009921651399532128
full,Life Sciences,lq_bus_binary,classification,early_years_maths,0.007308600634598131
full,Life Sciences,lq_bus_binary,classification,apprenticeship_starts,0.04296053997057431
full,Life Sciences,lq_bus_binary,classification,apprenticeship_achievements,0.017715200412813513
full,Life Sciences,lq_bus_binary,classification,level_3+_qualifications,0.06097014699306254
full,Life Sciences,lq_bus_binary,classification,fe_and_skills_participation,0.04946279375321501
full,Life Sciences,lq_bus_binary,classification,smokers,0.012884139113183866
full,Life Sciences,lq_bus_binary,classification,reception_obesity,0.02250355792230092
full,Life Sciences,lq_bus_binary,classification,year_6_obesity,0.016656079884741094
full,Life Sciences,lq_bus_binary,classification,adult_obesity,0.013755252360892504
full,Life Sciences,lq_bus_binary,classification,cancer_diagnosis,0.014537975332028878
full,Life Sciences,lq_bus_binary,classification,under_75_mortality_rate,0.016892474931510207
full,Life Sciences,lq_bus_binary,classification,life_satisfaction,0.00841653616360789
full,Life Sciences,lq_bus_binary,classification,worthwhile,0.01386940126259702
full,Life Sciences,lq_bus_binary,classification,happiness,0.009244381947787319
full,Life Sciences,lq_bus_binary,classification,anxiety,0.01527779257522197
full,Life Sciences,lq_bus_binary,classification,net_additions,0.011931783705800033
full,Life Sciences,lq_bus_binary,classification,related_variety,0.25307989256331703
full,Life Sciences,lq_bus_binary,classification,size_large_share,0.0
full,Life Sciences,lq_bus_binary,classification,size_micro_share,0.18314823205530092
full,Life Sciences,lq_bus_binary,classification,public_transport_to_employer,0.010112901672061131
full,Life Sciences,lq_bus_binary,classification,drive_to_employer,0.009892118292730411
full,Life Sciences,lq_bus_binary,classification,cycle_to_employer,0.019320250861686747
full,Life Sciences,trajectory_employees_binary,classification,new_enterprises,0.023337499198244578
full,Life Sciences,trajectory_employees_binary,classification,deaths_of_enterprises,0.02279378021813825
full,Life Sciences,trajectory_employees_binary,classification,active_enterprises,0.032575525709526404
full,Life Sciences,trajectory_employees_binary,classification,high_growth_enterprises,0.07028010310109689
full,Life Sciences,trajectory_employees_binary,classification,broadband_availability,0.01483625301487093
full,Life Sciences,trajectory_employees_binary,classification,4g_area_coverage,0.008055037746920322
full,Life Sciences,trajectory_employees_binary,classification,gcse_by_age_19,0.040905611863133594
full,Life Sciences,trajectory_employees_binary,classification,early_years_comms,0.022436293949358487
full,Life Sciences,trajectory_employees_binary,classification,early_years_literacy,0.03156400956606025
full,Life Sciences,trajectory_employees_binary,classification,early_years_maths,0.027240428218502866
full,Life Sciences,trajectory_employees_binary,classification,apprenticeship_starts,0.028114949386333084
full,Life Sciences,trajectory_employees_binary,classification,apprenticeship_achievements,0.025757139151545545
full,Life Sciences,trajectory_employees_binary,classification,level_3+_qualifications,0.045014325226185176
full,Life Sciences,trajectory_employees_binary,classification,fe_and_skills_participation,0.06178836071504634
full,Life Sciences,trajectory_employees_binary,classification,smokers,0.026339218911458743
full,Life Sciences,trajectory_employees_binary,classification,reception_obesity,0.04096200052880922
full,Life Sciences,trajectory_employees_binary,classification,year_6_obesity,0.05167454377714311
full,Life Sciences,trajectory_employees_binary,classification,adult_obesity,0.013119661838615442
full,Life Sciences,trajectory_employees_binary,classification,cancer_diagnosis,0.03322168741965399
full,Life Sciences,trajectory_employees_binary,classification,under_75_mortality_rate,0.031249027297767504
full,Life Sciences,trajectory_employees_binary,classification,life_satisfaction,0.049737475694415355
full,Life Sciences,trajectory_employees_binary,classification,worthwhile,0.05573360316132423
full,Life Sciences,trajectory_employees_binary,classification,happiness,0.02233776172933925
full,Life Sciences,trajectory_employees_binary,classification,anxiety,0.06492266801932947
full,Life Sciences,trajectory_employees_binary,classification,net_additions,0.026782113432822635
full,Life Sciences,trajectory_employees_binary,classification,related_variety,0.027695440389761405
full,Life Sciences,trajectory_employees_binary,classification,size_large_share,0.0
full,Life Sciences,trajectory_employees_binary,classification,size_micro_share,0.027801122184529407
full,Life Sciences,trajectory_employees_binary,classification,public_transport_to_employer,0.020947910895437537
full,Life Sciences,trajectory_employees_binary,classification,drive_to_employer,0.03333727159869485
full,Life Sciences,trajectory_employees_binary,classification,cycle_to_employer,0.019439176055934967
full,Life Sciences,trajectory_businesses_binary,classification,new_enterprises,0.05640089026239912
full,Life Sciences,trajectory_businesses_binary,classification,deaths_of_enterprises,0.06490125852649956
full,Life Sciences,trajectory_businesses_binary,classification,active_enterprises,0.044773533551906705
full,Life Sciences,trajectory_businesses_binary,classification,high_growth_enterprises,0.013767391751979859
full,Life Sciences,trajectory_businesses_binary,classification,broadband_availability,0.08943214297427407
full,Life Sciences,trajectory_businesses_binary,classification,4g_area_coverage,0.009952822103696548
full,Life Sciences,trajectory_businesses_binary,classification,gcse_by_age_19,0.028827238039418973
full,Life Sciences,trajectory_businesses_binary,classification,early_years_comms,0.027252783584732022
full,Life Sciences,trajectory_businesses_binary,classification,early_years_literacy,0.0315661123526058
full,Life Sciences,trajectory_businesses_binary,classification,early_years_maths,0.028980317709244346
full,Life Sciences,trajectory_businesses_binary,classification,apprenticeship_starts,0.03132895777320012
full,Life Sciences,trajectory_businesses_binary,classification,apprenticeship_achievements,0.025583955944945322
full,Life Sciences,trajectory_businesses_binary,classification,level_3+_qualifications,0.025141309704646998
full,Life Sciences,trajectory_businesses_binary,classification,fe_and_skills_participation,0.0556154141125874
full,Life Sciences,trajectory_businesses_binary,classification,smokers,0.02897182797411022
full,Life Sciences,trajectory_businesses_binary,classification,reception_obesity,0.035836680052896315
full,Life Sciences,trajectory_businesses_binary,classification,year_6_obesity,0.043227780279082015
full,Life Sciences,trajectory_businesses_binary,classification,adult_obesity,0.02794844716640543
full,Life Sciences,trajectory_businesses_binary,classification,cancer_diagnosis,0.029576857592577797
full,Life Sciences,trajectory_businesses_binary,classification,under_75_mortality_rate,0.02814475489446993
full,Life Sciences,trajectory_businesses_binary,classification,life_satisfaction,0.017577134003247594
full,Life Sciences,trajectory_businesses_binary,classification,worthwhile,0.02564608385143393
full,Life Sciences,trajectory_businesses_binary,classification,happiness,0.02289526945153093
full,Life Sciences,trajectory_businesses_binary,classification,anxiety,0.026251721851427646
full,Life Sciences,trajectory_businesses_binary,classification,net_additions,0.008824374278158851
full,Life Sciences,trajectory_businesses_binary,classification,related_variety,0.05685023937457966
full,Life Sciences,trajectory_businesses_binary,classification,size_large_share,0.0
full,Life Sciences,trajectory_businesses_binary,classification,size_micro_share,0.032697079263307144
full,Life Sciences,trajectory_businesses_binary,classification,public_transport_to_employer,0.023228499480075337
full,Life Sciences,trajectory_businesses_binary,classification,drive_to_employer,0.02788378377032087
full,Life Sciences,trajectory_businesses_binary,classification,cycle_to_employer,0.03091533832423952
full,Professional and Business Services,lq_emp,regression,new_enterprises,0.005363278677208102
full,Professional and Business Services,lq_emp,regression,deaths_of_enterprises,0.003611974102599997
full,Professional and Business Services,lq_emp,regression,active_enterprises,0.00570215778427262
full,Professional and Business Services,lq_emp,regression,high_growth_enterprises,0.17086252370588256
full,Professional and Business Services,lq_emp,regression,broadband_availability,0.022138378357840584
full,Professional and Business Services,lq_emp,regression,4g_area_coverage,0.0054606381638117535
full,Professional and Business Services,lq_emp,regression,gcse_by_age_19,0.07680167822689218
full,Professional and Business Services,lq_emp,regression,early_years_comms,0.006533864776238351
full,Professional and Business Services,lq_emp,regression,early_years_literacy,0.021174642651828047
full,Professional and Business Services,lq_emp,regression,early_years_maths,0.01994826284646371
full,Professional and Business Services,lq_emp,regression,apprenticeship_starts,0.17285463448383517
full,Professional and Business Services,lq_emp,regression,apprenticeship_achievements,0.009707281222553087
full,Professional and Business Services,lq_emp,regression,level_3+_qualifications,0.01847760036551232
full,Professional and Business Services,lq_emp,regression,fe_and_skills_participation,0.023258411111064407
full,Professional and Business Services,lq_emp,regression,smokers,0.0021833495083424842
full,Professional and Business Services,lq_emp,regression,reception_obesity,0.0167717475059095
full,Professional and Business Services,lq_emp,regression,year_6_obesity,0.03391349278662925
full,Professional and Business Services,lq_emp,regression,adult_obesity,0.04475453447916018
full,Professional and Business Services,lq_emp,regression,cancer_diagnosis,0.01095888542584353
full,Professional and Business Services,lq_emp,regression,under_75_mortality_rate,0.011186060371044602
full,Professional and Business Services,lq_emp,regression,life_satisfaction,0.0017117944758245915
full,Professional and Business Services,lq_emp,regression,worthwhile,0.0
full,Professional and Business Services,lq_emp,regression,happiness,0.003616579082389911
full,Professional and Business Services,lq_emp,regression,anxiety,0.002906684306421605
full,Professional and Business Services,lq_emp,regression,net_additions,0.003837265124505979
full,Professional and Business Services,lq_emp,regression,related_variety,0.02681624592862019
full,Professional and Business Services,lq_emp,regression,size_large_share,0.25225345312811104
full,Professional and Business Services,lq_emp,regression,size_micro_share,0.01051002968039022
full,Professional and Business Services,lq_emp,regression,public_transport_to_employer,0.0055985032017678085
full,Professional and Business Services,lq_emp,regression,drive_to_employer,0.004963114557665806
full,Professional and Business Services,lq_emp,regression,cycle_to_employer,0.006122933961370392
full,Professional and Business Services,lq_bus,regression,new_enterprises,0.003908628063139053
full,Professional and Business Services,lq_bus,regression,deaths_of_enterprises,0.030113684229114958
full,Professional and Business Services,lq_bus,regression,active_enterprises,0.014021674181207403
full,Professional and Business Services,lq_bus,regression,high_growth_enterprises,0.026247987966087
full,Professional and Business Services,lq_bus,regression,broadband_availability,0.03494635554989953
full,Professional and Business Services,lq_bus,regression,4g_area_coverage,0.01038542527387412
full,Professional and Business Services,lq_bus,regression,gcse_by_age_19,0.043207180568826456
full,Professional and Business Services,lq_bus,regression,early_years_comms,0.006968497620421429
full,Professional and Business Services,lq_bus,regression,early_years_literacy,0.017045957940335945
full,Professional and Business Services,lq_bus,regression,early_years_maths,0.01995626318447422
full,Professional and Business Services,lq_bus,regression,apprenticeship_starts,0.14859740626021967
full,Professional and Business Services,lq_bus,regression,apprenticeship_achievements,0.01531790863623102
full,Professional and Business Services,lq_bus,regression,level_3+_qualifications,0.08964812338002329
full,Professional and Business Services,lq_bus,regression,fe_and_skills_participation,0.0032805999750565302
full,Professional and Business Services,lq_bus,regression,smokers,0.0014674365341656073
full,Professional and Business Services,lq_bus,regression,reception_obesity,0.0023034499377447806
full,Professional and Business Services,lq_bus,regression,year_6_obesity,0.00572756188857086
full,Professional and Business Services,lq_bus,regression,adult_obesity,0.3672825874165624
full,Professional and Business Services,lq_bus,regression,cancer_diagnosis,0.0044974551557699
full,Professional and Business Services,lq_bus,regression,under_75_mortality_rate,0.0034643034656093165
full,Professional and Business Services,lq_bus,regression,life_satisfaction,0.0008296893459282923
full,Professional and Business Services,lq_bus,regression,worthwhile,0.0012999241570717773
full,Professional and Business Services,lq_bus,regression,happiness,0.001349380553860333
full,Professional and Business Services,lq_bus,regression,anxiety,0.0014077421596633305
full,Professional and Business Services,lq_bus,regression,net_additions,0.0002762873075427805
full,Professional and Business Services,lq_bus,regression,related_variety,0.1141052653455926
full,Professional and Business Services,lq_bus,regression,size_large_share,0.003289904525204202
full,Professional and Business Services,lq_bus,regression,size_micro_share,0.004636413299532581
full,Professional and Business Services,lq_bus,regression,public_transport_to_employer,0.008440800865127301
full,Professional and Business Services,lq_bus,regression,drive_to_employer,0.0037497194593862164
full,Professional and Business Services,lq_bus,regression,cycle_to_employer,0.012226385753757256
full,Professional and Business Services,trajectory_employees,regression,new_enterprises,0.03859513266120763
full,Professional and Business Services,trajectory_employees,regression,deaths_of_enterprises,0.016003926323806986
full,Professional and Business Services,trajectory_employees,regression,active_enterprises,0.020903257864734917
full,Professional and Business Services,trajectory_employees,regression,high_growth_enterprises,0.03385782150243625
full,Professional and Business Services,trajectory_employees,regression,broadband_availability,0.029577785503291806
full,Professional and Business Services,trajectory_employees,regression,4g_area_coverage,0.03610260852664665
full,Professional and Business Services,trajectory_employees,regression,gcse_by_age_19,0.04813016861997941
full,Professional and Business Services,trajectory_employees,regression,early_years_comms,0.014466718738814478
full,Professional and Business Services,trajectory_employees,regression,early_years_literacy,0.019851441077244222
full,Professional and Business Services,trajectory_employees,regression,early_years_maths,0.02370969690147952
full,Professional and Business Services,trajectory_employees,regression,apprenticeship_starts,0.036537649979399955
full,Professional and Business Services,trajectory_employees,regression,apprenticeship_achievements,0.02948594974500112
full,Professional and Business Services,trajectory_employees,regression,level_3+_qualifications,0.0536499867155629
full,Professional and Business Services,trajectory_employees,regression,fe_and_skills_participation,0.0408303000343666
full,Professional and Business Services,trajectory_employees,regression,smokers,0.039830351753647505
full,Professional and Business Services,trajectory_employees,regression,reception_obesity,0.028113662771712858
full,Professional and Business Services,trajectory_employees,regression,year_6_obesity,0.03388066997147615
full,Professional and Business Services,trajectory_employees,regression,adult_obesity,0.014287360339735839
full,Professional and Business Services,trajectory_employees,regression,cancer_diagnosis,0.03582859671776482
full,Professional and Business Services,trajectory_employees,regression,under_75_mortality_rate,0.022890072745386444
full,Professional and Business Services,trajectory_employees,regression,life_satisfaction,0.020363814056179486
full,Professional and Business Services,trajectory_employees,regression,worthwhile,0.015855789929131267
full,Professional and Business Services,trajectory_employees,regression,happiness,0.03138970862498681
full,Professional and Business Services,trajectory_employees,regression,anxiety,0.03013306683316322
full,Professional and Business Services,trajectory_employees,regression,net_additions,0.01234450290076752
full,Professional and Business Services,trajectory_employees,regression,related_variety,0.046845461849544495
full,Professional and Business Services,trajectory_employees,regression,size_large_share,0.07352410728622114
full,Professional and Business Services,trajectory_employees,regression,size_micro_share,0.03922809858766741
full,Professional and Business Services,trajectory_employees,regression,public_transport_to_employer,0.0756157826621114
full,Professional and Business Services,trajectory_employees,regression,drive_to_employer,0.02400476752389039
full,Professional and Business Services,trajectory_employees,regression,cycle_to_employer,0.01416174125264077
full,Professional and Business Services,trajectory_businesses,regression,new_enterprises,0.030023047330564566
full,Professional and Business Services,trajectory_businesses,regression,deaths_of_enterprises,0.021656430619313785
full,Professional and Business Services,trajectory_businesses,regression,active_enterprises,0.046512105244318605
full,Professional and Business Services,trajectory_businesses,regression,high_growth_enterprises,0.01284719941251379
full,Professional and Business Services,trajectory_businesses,regression,broadband_availability,0.04018770913288068
full,Professional and Business Services,trajectory_businesses,regression,4g_area_coverage,0.006872277439879719
full,Professional and Business Services,trajectory_businesses,regression,gcse_by_age_19,0.052490993736261135
full,Professional and Business Services,trajectory_businesses,regression,early_years_comms,0.027393660018316054
full,Professional and Business Services,trajectory_businesses,regression,early_years_literacy,0.03726953814262976
full,Professional and Business Services,trajectory_businesses,regression,early_years_maths,0.015259478558237297
full,Professional and Business Services,trajectory_businesses,regression,apprenticeship_starts,0.05307497642451273
full,Professional and Business Services,trajectory_businesses,regression,apprenticeship_achievements,0.006940567344878501
full,Professional and Business Services,trajectory_businesses,regression,level_3+_qualifications,0.025173383732375633
full,Professional and Business Services,trajectory_businesses,regression,fe_and_skills_participation,0.024728683386720286
full,Professional and Business Services,trajectory_businesses,regression,smokers,0.038191086134018976
full,Professional and Business Services,trajectory_businesses,regression,reception_obesity,0.16004429967969816
full,Professional and Business Services,trajectory_businesses,regression,year_6_obesity,0.02552135206753195
full,Professional and Business Services,trajectory_businesses,regression,adult_obesity,0.068328560595518
full,Professional and Business Services,trajectory_businesses,regression,cancer_diagnosis,0.018771281660852446
full,Professional and Business Services,trajectory_businesses,regression,under_75_mortality_rate,0.009553672506788695
full,Professional and Business Services,trajectory_businesses,regression,life_satisfaction,0.02318274540616967
full,Professional and Business Services,trajectory_businesses,regression,worthwhile,0.012534823478394597
full,Professional and Business Services,trajectory_businesses,regression,happiness,0.021877271378785944
full,Professional and Business Services,trajectory_businesses,regression,anxiety,0.016083388455521718
full,Professional and Business Services,trajectory_businesses,regression,net_additions,0.012188820206226162
full,Professional and Business Services,trajectory_businesses,regression,related_variety,0.13286102095384808
full,Professional and Business Services,trajectory_businesses,regression,size_large_share,0.0023572390373535175
full,Professional and Business Services,trajectory_businesses,regression,size_micro_share,0.017943364080073135
full,Professional and Business Services,trajectory_businesses,regression,public_transport_to_employer,0.022956206433898667
full,Professional and Business Services,trajectory_businesses,regression,drive_to_employer,0.011133193610023285
full,Professional and Business Services,trajectory_businesses,regression,cycle_to_employer,0.006041623791894486
full,Professional and Business Services,lq_emp_binary,classification,new_enterprises,0.028183606375747804
full,Professional and Business Services,lq_emp_binary,classification,deaths_of_enterprises,0.019634987429311457
full,Professional and Business Services,lq_emp_binary,classification,active_enterprises,0.03603921802202472
full,Professional and Business Services,lq_emp_binary,classification,high_growth_enterprises,0.05534819940057426
full,Professional and Business Services,lq_emp_binary,classification,broadband_availability,0.01957167269646903
full,Professional and Business Services,lq_emp_binary,classification,4g_area_coverage,0.012801676753351381
full,Professional and Business Services,lq_emp_binary,classification,gcse_by_age_19,0.13717999811601694
full,Professional and Business Services,lq_emp_binary,classification,early_years_comms,0.006339046009703361
full,Professional and Business Services,lq_emp_binary,classification,early_years_literacy,0.020608846141274114
full,Professional and Business Services,lq_emp_binary,classification,early_years_maths,0.02289682382253254
full,Professional and Business Services,lq_emp_binary,classification,apprenticeship_starts,0.08897084477291006
full,Professional and Business Services,lq_emp_binary,classification,apprenticeship_achievements,0.058966543949822404
full,Professional and Business Services,lq_emp_binary,classification,level_3+_qualifications,0.042850791036168116
full,Professional and Business Services,lq_emp_binary,classification,fe_and_skills_participation,0.030727243743543093
full,Professional and Business Services,lq_emp_binary,classification,smokers,0.010195779933466891
full,Professional and Business Services,lq_emp_binary,classification,reception_obesity,0.03684365346069898
full,Professional and Business Services,lq_emp_binary,classification,year_6_obesity,0.03328822552094091
full,Professional and Business Services,lq_emp_binary,classification,adult_obesity,0.04201262174567044
full,Professional and Business Services,lq_emp_binary,classification,cancer_diagnosis,0.013441376754941392
full,Professional and Business Services,lq_emp_binary,classification,under_75_mortality_rate,0.01461022026538552
full,Professional and Business Services,lq_emp_binary,classification,life_satisfaction,0.0062176003159348505
full,Professional and Business Services,lq_emp_binary,classification,worthwhile,0.006352385909366987
full,Professional and Business Services,lq_emp_binary,classification,happiness,0.00822474228206665
full,Professional and Business Services,lq_emp_binary,classification,anxiety,0.012562049094668248
full,Professional and Business Services,lq_emp_binary,classification,net_additions,0.007918705426983278
full,Professional and Business Services,lq_emp_binary,classification,related_variety,0.03321650245583317
full,Professional and Business Services,lq_emp_binary,classification,size_large_share,0.09388045037819323
full,Professional and Business Services,lq_emp_binary,classification,size_micro_share,0.02181965692609954
full,Professional and Business Services,lq_emp_binary,classification,public_transport_to_employer,0.012888999314614425
full,Professional and Business Services,lq_emp_binary,classification,drive_to_employer,0.02415087681018557
full,Professional and Business Services,lq_emp_binary,classification,cycle_to_employer,0.04225665513550062
full,Professional and Business Services,lq_bus_binary,classification,new_enterprises,0.0142890013946844
full,Professional and Business Services,lq_bus_binary,classification,deaths_of_enterprises,0.047770311440608344
full,Professional and Business Services,lq_bus_binary,classification,active_enterprises,0.04295871661915513
full,Professional and Business Services,lq_bus_binary,classification,high_growth_enterprises,0.03305700150309839
full,Professional and Business Services,lq_bus_binary,classification,broadband_availability,0.012715294204228997
full,Professional and Business Services,lq_bus_binary,classification,4g_area_coverage,0.0037285290707385586
full,Professional and Business Services,lq_bus_binary,classification,gcse_by_age_19,0.07725245102685045
full,Professional and Business Services,lq_bus_binary,classification,early_years_comms,0.005772469590126582
full,Professional and Business Services,lq_bus_binary,classification,early_years_literacy,0.03657370067404343
full,Professional and Business Services,lq_bus_binary,classification,early_years_maths,0.020978987467622057
full,Professional and Business Services,lq_bus_binary,classification,apprenticeship_starts,0.13586901497238787
full,Professional and Business Services,lq_bus_binary,classification,apprenticeship_achievements,0.08925691406948778
full,Professional and Business Services,lq_bus_binary,classification,level_3+_qualifications,0.13624958303974463
full,Professional and Business Services,lq_bus_binary,classification,fe_and_skills_participation,0.031093573241367536
full,Professional and Business Services,lq_bus_binary,classification,smokers,0.005636388063842189
full,Professional and Business Services,lq_bus_binary,classification,reception_obesity,0.02094105173705844
full,Professional and Business Services,lq_bus_binary,classification,year_6_obesity,0.04472418710966947
full,Professional and Business Services,lq_bus_binary,classification,adult_obesity,0.08691236081609535
full,Professional and Business Services,lq_bus_binary,classification,cancer_diagnosis,0.003993708564850161
full,Professional and Business Services,lq_bus_binary,classification,under_75_mortality_rate,0.019731051657854475
full,Professional and Business Services,lq_bus_binary,classification,life_satisfaction,0.003384346117965787
full,Professional and Business Services,lq_bus_binary,classification,worthwhile,0.0023371908082603075
full,Professional and Business Services,lq_bus_binary,classification,happiness,0.001164955302502573
full,Professional and Business Services,lq_bus_binary,classification,anxiety,0.008767440901259749
full,Professional and Business Services,lq_bus_binary,classification,net_additions,0.000392782890165996
full,Professional and Business Services,lq_bus_binary,classification,related_variety,0.07013661001396782
full,Professional and Business Services,lq_bus_binary,classification,size_large_share,0.006647759903307955
full,Professional and Business Services,lq_bus_binary,classification,size_micro_share,0.005238537811441628
full,Professional and Business Services,lq_bus_binary,classification,public_transport_to_employer,0.00877849600576588
full,Professional and Business Services,lq_bus_binary,classification,drive_to_employer,0.009425300716131124
full,Professional and Business Services,lq_bus_binary,classification,cycle_to_employer,0.014222283265717143
full,Professional and Business Services,trajectory_employees_binary,classification,new_enterprises,0.045263731051361486
full,Professional and Business Services,trajectory_employees_binary,classification,deaths_of_enterprises,0.04653111731723744
full,Professional and Business Services,trajectory_employees_binary,classification,active_enterprises,0.027817417765290245
