ProviderName,UKPRN,INSTID,CampusName,CampusCountry,CampusPostcode,CampusLatitude,CampusLongitude
Staffordshire University,10006299,0077,Stafford campus,England,ST18 0YG,52.814157,-2.075937
Staffordshire University,10006299,0077,Staffordshire University London,England,E20 3BS,51.547521,-0.022262
Stephenson College,10006322,1032,Main campus,England,LE67 3TN,52.737048,-1.372555
Stockport College,10006331,1036,Main campus,England,SK1 3UQ,53.404275,-2.158962
Stranmillis University College,10008010,0193,Entire HEP,Northern Ireland,BT9 5DY,54.572355,-5.939164
Stratford College London Limited,10022944,0241,Main campus,England,HA1 3EX,51.57813,-0.342033
Stratford-upon-Avon College,10006002,1030,Main campus,England,CV37 9QR,52.192858,-1.718214
Strode College,10006378,1031,Main campus,England,BA16 0AB,51.130495,-2.734039
Study Group,10008098,0403,Bellerbys College - Brighton,England,BN1 4LF,50.832036,-0.140833
Study Group,10008098,0403,Bellerbys College - London,England,SE8 3DE,51.481545,-0.02198
Study Group,10008098,0403,Cardiff University International Study Centre,England,CF10 3QN,51.488406,-3.177461
Study Group,10008098,0403,Durham University International Study Centre,England,TS17 6BH,54.563169,-1.296768
Study Group,10008098,0403,Holland International Study Centre,Netherlands,,50.832036,-0.140833
Study Group,10008098,0403,Kingston University International Study Centre,England,KT2 7LB,51.429011,-0.265195
Study Group,10008098,0403,Lancaster University International Study Centre,England,LA1 4YX,54.007637,-2.786948
Study Group,10008098,0403,Leeds International Study Centre,England,LS6 3BR,53.816081,-1.580617
Study Group,10008098,0403,Liverpool John Moores University International Stu,England,L3 5UX,53.403685,-2.973176
Study Group,10008098,0403,Main campus,England,TS1 3BX,54.570387,-1.236999
Study Group,10008098,0403,Royal Holloway International Study Centre,England,TW20 0EX,51.424814,-0.566745
Study Group,10008098,0403,University College Dublin International Study Cent,Ireland,,50.832036,-0.140833
Study Group,10008098,0403,University of Aberdeen International Study Centre,England,AB24 3FX,57.164841,-2.100236
Study Group,10008098,0403,University of Huddersfield International Study Cen,England,HD1 3DH,53.643678,-1.778726
Study Group,10008098,0403,University of Sheffield International College,England,S1 4DE,53.384374,-1.473985
Study Group,10008098,0403,University of Strathclyde International Study Cent,England,G1 1QE,55.860777,-4.241546
Study Group,10008098,0403,University of Surrey International Study Centre,England,GU2 7XH,51.242685,-0.587936
Study Group,10008098,0403,University of Sussex International Study Centre,England,BN1 9SP,50.866498,-0.08516
Sussex Downs College,10006432,1028,Main campus,England,BN21 2UF,50.788909,0.272124
Swansea Metropolitan University,10007846,0091,Entire institution,Wales,SA1 6ED,51.624654,-3.949428
Swansea University,10007855,0180,Entire HEP,Wales,SA2 8PP,51.609627,-3.980616
Swindon College,10006463,1027,Main campus,England,SN2 1DY,51.568405,-1.787517
Tameside College,10006494,1026,Main campus,England,OL6 6NX,53.487938,-2.080771
Tavistock and Portman NHS Foundation Trust,10020381,0433,Belfast campus,Northern Ireland,BT15 2GB,54.612422,-5.929368
Tavistock and Portman NHS Foundation Trust,10020381,0433,Birmingham campus,England,B9 4AA,52.475429,-1.884163
Tavistock and Portman NHS Foundation Trust,10020381,0433,Bristol campus,England,BS5 0AX,51.45626,-2.563674
Tavistock and Portman NHS Foundation Trust,10020381,0433,Leeds campus,England,LS12 1AW,53.791187,-1.561314
Tavistock and Portman NHS Foundation Trust,10020381,0433,Main campus,England,NW3 5BA,51.546898,-0.175443
TEC Partnership,10007938,1119,Main campus,England,DN34 5BQ,53.553451,-0.093352
Tech Music Schools,10032299,0242,Main campus,England,W3 7SZ,51.504817,-0.25654
Teesside University,10007161,0079,Main campus,England,TS1 3BX,54.570387,-1.236999
Teesside University,10007161,0079,Teesside University Darlington,England,DL1 1JW,54.527866,-1.543342
Telford College,10006549,1025,Main campus,England,TF1 2NP,52.697329,-2.498607
The Academy of Contemporary Music,10013357,0251,Main campus,England,GU1 4SB ,51.236455,-0.578092
The Arts University Bournemouth,10000385,0197,Drama Cente at Bournemouth Pavilion,England,BH1 2BU,50.717535,-1.875155
The Arts University Bournemouth,10000385,0197,Entire HEP,England,BH12 5HH,50.741808,-1.897728
The Arts University Bournemouth,10000385,0197,Film Studio - Elliott Road,England,BH11 8JZ,50.757037,-1.923762
The Ashridge (Bonar Law Memorial) Trust,10008899,0438,Entire HEP,England,HP4 1NS,51.799461,-0.560016
The Berkshire College of Agriculture (BCA),10000654,1170,Main campus,England,SL6 6QR,51.529697,-0.799839
The Bournemouth and Poole College,10000820,1162,Main campus,England,BH14 0LS,50.724709,-1.961881
The Cambridge Theological Federation,10032072,0288,Main campus,England,CB3 0BJ,52.211302,0.111335
The Cambridge Theological Federation,10032072,0288,Ridley Hall,England,CB3 9HG,52.19994,0.111339
The Cambridge Theological Federation,10032072,0288,St Andrew's Church Enfield,England,EN1 3EG,51.652893,-0.081344
The Cambridge Theological Federation,10032072,0288,Westcott House,England,CB5 8BP,52.208396,0.122688
The Cambridge Theological Federation,10032072,0288,Westminster College,England,CB3 0AA,52.210537,0.112119
The City College,10010213,0271,Entire HEP,England,N1 6AH,51.528636,-0.087843
The City of Liverpool College,10003955,1139,Main campus,England,L3 5TP,53.404377,-2.973191
The College of Health Ltd,10066502,0430,Main campus,England,OX14 1BZ,51.670421,-1.305384
The College of Health Ltd,10066502,0430,Manchester,England,M1 6FQ,53.475586,-2.241402
The College of Integrated Chinese Medicine,10001546,0270,Entire HEP,England,RG1 7SB,51.453395,-0.974575
The College of Osteopaths,10023442,0424,Main campus,England,WD6 2DG,51.654768,-0.275839
The College of Osteopaths,10023442,0424,Stoke-on-Trent,England,ST4 7NY,53.008345,-2.204149
The Council of the Inns of Court,10081618,0412,Entire HEP,England,WC1R 5JD,51.520051,-0.112604
The Engineering and Design Institute London,10083403,0435,Entire HEP,England,SE16 7LG,51.496915,-0.041859
The Film Education Training Trust Limited,10004035,0359,Entire HEP,England,SW6 1QR,51.482111,-0.197732
The Institute of Cancer Research,10003324,0188,Entire HEP,England,SW7 3RP,51.490783,-0.181646
The Institute of Ismaili Studies,10067388,0360,Entire HEP,England,N1C 4DN,51.537412,-0.123972
The Islamic College,10029682,0298,Entire HEP,England,NW10 2SW,51.546408,-0.230917
The Liverpool Institute for Performing Arts,10003945,0209,Entire HEP,England,L1 9HF,53.399657,-2.972271
The London College,10015506,0243,Entire HEP,England,TW5 9QX,51.478444,-0.409208
The London Institute of Banking & Finance,10008289,0217,Entire HEP,England,EC3R 8EB,51.509976,-0.083999
The London Interdisciplinary School Ltd,10067623,0428,Entire HEP,England,E1 1EW,51.516738,-0.067671
The London School of Architecture,10062810,0354,Entire HEP,England,N1 5RA,51.536147,-0.078788
The Manchester Metropolitan University,10004180,0066,Crewe campus,England,CW1 5DU,53.092752,-2.422279
The Manchester Metropolitan University,10004180,0066,Entire HEP,England,M15 6BH,53.470917,-2.239115
The Markfield Institute of Higher Education,10023452,0331,Main campus,England,LE67 9SY,52.676482,-1.271644
The Markfield Institute of Higher Education,10023452,0331,MIHE-Birmingham,England,B6 4UX,52.498461,-1.894075
The Markfield Institute of Higher Education,10023452,0331,MIHE-LONDON,England,E1 1JQ,51.517468,-0.065579
The Metanoia Institute,10004320,0314,Engineer's House,England,BS8 3NB,51.458721,-2.625829
The Metanoia Institute,10004320,0314,Gunnersbury Avenue,England,W5 3XD,51.506276,-0.291032
The Metanoia Institute,10004320,0314,Main campus,England,W5 2QB,51.512626,-0.293576
The Metanoia Institute,10004320,0314,The Barn,England,SK9 4LD,53.355998,-2.243744
The Minster Centre,10032277,0321,Entire HEP,England,NW6 6RD,51.537394,-0.203311
The National Film and Television School,10004511,0229,Entire HEP,England,HP9 1LG,51.60481,-0.638465
The Northern School of Art,10001503,1073,Main campus,England,TS24 7DJ,54.686544,-1.205256
The Nottingham Trent University,10004797,0071,Confetti Institute of Creative Technologies,England,NG1 3LL,52.955621,-1.143472
The Nottingham Trent University,10004797,0071,Main campus,England,NG1 4BU,52.956436,-1.152077
The Oldham College,10006770,1067,Main campus,England,OL1 1BB,53.538441,-2.114091
The Open University in England,10007773,0001,Main campus,England,MK7 6AA,52.024914,-0.709747
The Open University in England,10007773,0364,Main campus,England,MK7 6AA,52.024914,-0.709747
The Open University in Northern Ireland,10007773,0001,Northern Ireland (excl. PGRs),Northern Ireland,BT1 3GN,54.596824,-5.923568
The Open University in Northern Ireland,10007773,0365,Northern Ireland (excl. PGRs),Northern Ireland,BT1 3GN,54.596824,-5.923568
The Open University in Scotland,10007773,0001,Scotland (excl. PGRs),Scotland,EH3 7QJ,55.950635,-3.214038
The Open University in Scotland,10007773,0366,Scotland (excl. PGRs),Scotland,EH3 7QJ,55.950635,-3.214038
The Open University in Wales,10007773,0001,Wales (excl. PGRs),Wales,CF10 1AP,51.476507,-3.175104
The Open University in Wales,10007773,0367,Wales (excl. PGRs),Wales,CF10 1AP,51.476507,-3.175104
"The Place, London Contemporary Dance School (LCDS)",10004028,0444,Main campus,England,WC1H 9PY,51.5273,-0.128984
The Prince's Foundation,10083476,0414,Entire HEP,England,EC2A 3SG,51.525785,-0.081401
The Queen's Foundation for Ecumenical Theological Education,10032282,0315,Entire HEP,England,B15 2QH,52.457494,-1.930979
The Royal Central School of Speech and Drama,10007816,0010,Entire HEP,England,NW3 3HY,51.544325,-0.174205
The Royal College of Nursing,10007836,0006,Entire institution,England,W1G 0RN,51.516014,-0.145921
The Royal Veterinary College,10007779,0143,Hawkshead campus,England,AL9 7TA,51.713575,-0.210795
The Royal Veterinary College,10007779,0143,Main campus,England,NW1 0TU,51.536851,-0.133524
The Salvation Army,10021256,0316,Entire HEP,England,SE5 8BQ,51.467544,-0.089302
The School of Pharmacy,10007781,0147,Entire institution,England,WC1N 1AX,51.525083,-0.122458
The Sheffield College,10005788,1043,Main campus,England,S2 2RL,53.3726,-1.460137
The Sherwood Institute,10053279,0322,Main campus,England,NG1 6FW ,52.951727,-1.154563
The Sherwood Psychotherapy Training Institute Limited,10023458,0407,Entire HEP,England,NG1 6FW,52.951727,-1.154563
The Trafford College Group,10005998,1023,Main campus,England,WA14 5PQ,53.405469,-2.349545
The University College of Osteopathy,10000936,0337,Entire HEP,England,SE1 1JE,51.50008,-0.094339
The University of Aberdeen,10007783,0170,Doha Campus,Qatar,,57.164841,-2.100236
The University of Aberdeen,10007783,0170,Main campus,Scotland,AB24 3FX,57.164841,-2.100236
The University of Bath,10007850,0109,Entire HEP,England,BA2 7AY,51.379324,-2.327157
The University of Bath,10007850,0109,Univ. of Bath in Swindon,England,SN3 3JR,51.563796,-1.752151
The University of Birmingham,10006840,0110,Dubai,United Arab Emirates,,52.453282,-1.92789
The University of Birmingham,10006840,0110,Main campus,England,B15 2TT,52.453282,-1.92789
The University of Bolton,10006841,0049,Main campus,England,BL3 5AB,53.573511,-2.436238
The University of Bolton,10006841,0049,University of Bolton at Bradford College,England,BD18 3LD,53.839675,-1.788605
The University of Bolton,10006841,0049,University of Bolton at Petroc College,England,EX31 2BQ,51.072452,-4.069473
The University of Bradford,10007785,0111,Entire HEP,England,BD7 1DP,53.791584,-1.763774
The University of Brighton,10000886,0051,Eastbourne,England,BN20 7UR,50.755482,0.265471
The University of Brighton,10000886,0051,Main campus,England,BN2 4GJ,50.844419,-0.11946
The University of Bristol,10007786,0112,Entire HEP,England,BS8 1TH,51.459066,-2.603291
The University of Buckingham,10007787,0203,Crewe,England,CW1 5DU,53.092752,-2.422279
The University of Buckingham,10007787,0203,Ealing Hospital,England,UB1 3HW,51.507606,-0.345495
The University of Buckingham,10007787,0203,London,England,WC1E 6HJ,51.521778,-0.132183
The University of Buckingham,10007787,0203,Main campus,England,MK18 1EG,51.995998,-0.991839
The University of Cambridge,10007788,0114,Entire HEP,England,CB2 1TN,52.205105,0.116179
The University of Central Lancashire,10007141,0053,Burnley campus,England,BB12 0EQ,53.794887,-2.247014
The University of Central Lancashire,10007141,0053,Main campus,England,PR1 2HE,53.761338,-2.707384
The University of Central Lancashire,10007141,0053,UCLan Cyprus,Cyprus (European Union),,53.761338,-2.707384
The University of Central Lancashire,10007141,0053,Westlakes campus,England,CA24 3JZ,54.519355,-3.55278
The University of Chichester,10007137,0082,Entire HEP,England,PO19 6PE,50.84431,-0.77501
The University of Chichester,10007137,0082,Isle of Wight campus,England,PO30 5TA,50.706435,-1.296665
The University of Dundee,10007852,0172,Kirkcaldy,Scotland,KY2 5YS,56.111331,-3.168743
The University of Dundee,10007852,0172,Main campus,Scotland,DD1 4HN,56.457345,-2.978269
The University of Dundee,10007852,0172,Ninewells,Scotland,DD1 9SY,56.461679,-2.991415
The University of East Anglia,10007789,0117,Entire HEP,England,NR4 7TJ,52.622369,1.241391
The University of East Anglia,10007789,0117,UEA LONDON,England,E1 7EZ,51.516877,-0.076644
The University of East London,10007144,0058,Entire HEP,England,E16 2RD,51.507567,0.063234
The University of Edinburgh,10007790,0167,Entire HEP,Scotland,EH8 9YL,55.947691,-3.187347
The University of Essex,10007791,0118,Chimera,England,IP5 3RE,52.058954,1.279001
The University of Essex,10007791,0118,Colchester Institute,England,CO3 3LL,51.893517,0.888574
The University of Essex,10007791,0118,East 15 (Loughton) campus,England,IG10 3RY,51.649954,0.076776
The University of Essex,10007791,0118,Kaplan Open Learning,England,LS1 2RP,53.798946,-1.553987
The University of Essex,10007791,0118,Main campus,England,CO4 3SQ,51.87681,0.946585
The University of Essex,10007791,0118,"South East Essex College, Southend",England,SS1 1ND,51.537958,0.71191
The University of Essex,10007791,0118,Southend campus,England,SS1 1JE,51.534837,0.713873
The University of Essex,10007791,0118,Tavistock and Portman NHS Trust,England,NW3 5BA,51.546898,-0.175443
The University of Essex,10007791,0118,University campus Suffolk,England,IP4 1LZ,52.05555,1.16342
The University of Essex,10007791,0118,Writtle campus,England,CM1 3RR,51.737196,0.428133
