ProviderName,UKPRN,INSTID,CampusName,CampusCountry,CampusPostcode,CampusLatitude,CampusLongitude
ACM Guildford Limited,10067853,0357,Birmingham Campus,England,B3 1AG,52.484594,-1.902924
ACM Guildford Limited,10067853,0357,London Campus,England,SW4 0BG,51.462486,-0.138834
ACM Guildford Limited,10067853,0357,Main campus,England,GU1 4SB,51.236455,-0.578092
Activate Learning,10004927,1181,Main campus,England,OX1 1SA,51.749548,-1.264524
AECC University College,10000163,0213,Entire HEP,England,BH5 2DF,50.727261,-1.828772
AECC University College,10000163,0213,Norwegian Chiropractors' Office for Information an,Norway,,50.727261,-1.828772
All Nations Christian College,10000216,0285,Entire HEP,England,SG12 8LX,51.80252,0.000933
Amity Global Education,10032036,0353,Entire HEP,England,WC1E 7HX,51.521891,-0.130359
Anglia Ruskin University,10000291,0047,Cambridge,England,CB1 1PT,52.203402,0.13461
Anglia Ruskin University,10000291,0047,Cambridge campus,England,CB1 1PT,52.203402,0.13461
Anglia Ruskin University,10000291,0047,Harlow,England,CM20 3LH,51.770467,0.099149
Anglia Ruskin University,10000291,0047,London,England,EC1N 6SA,51.518542,-0.105909
Anglia Ruskin University,10000291,0047,Main campus,England,CM1 1SQ,51.741381,0.474495
Anglia Ruskin University,10000291,0047,Peterborough,England,PE1 4DZ,52.586783,-0.230191
Anglia Ruskin University,10000291,0047,Peterborough Guild House,England,PE2 9PW,52.565311,-0.252362
Anglia Ruskin University,10000291,0047,West Anglia,England,PE30 2QW,52.756352,0.410694
Apex College,10041898,0329,Entire HEP,England,SE17 1JE,51.48871,-0.096354
Applied Business Academy Limited,10062759,0432,Entire HEP,England,E14 9RH,51.49744,-0.014275
Arden University,10005451,0333,Berlin,Germany,,52.373008,-1.466384
Arden University,10005451,0333,Birmingham,England,B5 4UA,52.476224,-1.898516
Arden University,10005451,0333,Ealing,England,W5 5SA,51.512203,-0.309004
Arden University,10005451,0333,Holborn,England,EC1N 2LX,51.517609,-0.109519
Arden University,10005451,0333,Islamabad,Pakistan,,52.373008,-1.466384
Arden University,10005451,0333,Lahore,Pakistan,,52.373008,-1.466384
Arden University,10005451,0333,Leeds,England,LS1 5HD,53.797928,-1.54673
Arden University,10005451,0333,Main campus,England,CV3 4FJ,52.373008,-1.466384
Arden University,10005451,0333,Manchester,England,M1 4LF,53.476179,-2.240634
Arden University,10005451,0333,Tower Hill,England,EC3N 4DX,51.509939,-0.073608
Arts Educational Schools,10000381,0244,Entire HEP,England,W4 1LY,51.49596,-0.252435
Arts University Plymouth,10005127,0230,Entire HEP,England,PL4 8AT,50.37341,-4.137411
Ashton Sixth Form College,10000409,1180,Main campus,England,OL6 9RL,53.492067,-2.075504
Askham Bryan College,10000415,1179,Main campus,England,YO23 3FR,53.920657,-1.161491
Aston University,10007759,0108,Entire HEP,England,B4 7ET,52.486637,-1.890952
Aylesbury College,10000473,1178,Main campus,England,HP21 8PD,51.813857,-0.822655
Backstage Academy (Training) Ltd,10036456,0426,Entire HEP,England,WF9 3NR,53.591331,-1.307107
Ballet West,10042364,0324,Main campus,Scotland,PA35 1HP,56.426118,-5.226522
Bangor University,10007857,0178,CSUFT,China,,53.229193,-4.129437
Bangor University,10007857,0178,London Centre,England,EC2A 2EW,51.52106,-0.080057
Bangor University,10007857,0178,Main campus,Wales,LL57 2DG,53.229193,-4.129437
Bangor University,10007857,0178,Wrexham,Wales,LL13 7YP,53.048988,-3.01411
Barking and Dagenham College,10000528,1177,Main campus,England,RM7 0XU,51.56033,0.174564
Barnet & Southgate College,10000533,1174,Main campus,England,EN5 4AZ,51.652379,-0.2003
Barnfield College,10000534,1176,Main campus,England,LU2 7BF,51.90603,-0.421883
Barnsley College,10000536,1175,Main campus,England,S70 2AX,53.556624,-1.482572
Basingstoke College of Technology,10000560,1173,Main campus,England,RG21 8TN,51.26336,-1.095958
Bath College,10001465,1172,Main campus,England,BA1 1UP,51.379717,-2.362652
Bath Spa University,10000571,0048,BSULONDON,England,N1 6HQ,51.530733,-0.079304
Bath Spa University,10000571,0048,Main campus,England,BA2 9BN,51.373209,-2.440912
BCNO Limited,10000911,0400,European School of Osteopathy,England,ME14 3DZ,51.305512,0.544507
BCNO Limited,10000911,0400,Main campus,England,NW3 5RR,51.547841,-0.179372
Bedford College,10000610,1171,Main campus,England,MK42 9AH,52.133347,-0.468552
Belfast Metropolitan College,10020680,0345,Main campus,Northern Ireland,BT3 9FQ,54.604763,-5.911865
Bell College,10007809,0198,"Crichton Campus, Dumfries",Scotland,DG1 4ZN,55.049484,-3.589292
Bell College,10007809,0198,Main campus,Scotland,ML3 0JB,55.780129,-4.047587
Bexhill College,10000670,1188,Main campus,England,TN40 2JG,50.847112,0.490934
BIMM University,10037544,0232,BIMM Berlin,Germany,,50.820995,-0.139682
BIMM University,10037544,0232,BIMM Birmingham,England,B5 5SR,52.476504,-1.883993
BIMM University,10037544,0232,BIMM Brighton,England,BN3 1EL,50.824512,-0.160357
BIMM University,10037544,0232,BIMM Bristol,England,BS2 8JN,51.461371,-2.59175
BIMM University,10037544,0232,BIMM Dublin,Ireland,,50.820995,-0.139682
BIMM University,10037544,0232,BIMM Hamburg,Germany,,50.820995,-0.139682
BIMM University,10037544,0232,BIMM London,England,SW6 1EN,51.479423,-0.1966
BIMM University,10037544,0232,BIMM Manchester,England,M1 5NN,53.472988,-2.241944
BIMM University,10037544,0232,ICT Brighton,England,BN1 4GW,50.833404,-0.140339
BIMM University,10037544,0232,ICT Manchester,England,M1 5QA,53.472893,-2.23997
BIMM University,10037544,0232,Main campus,England,BN3 1EL ,50.824512,-0.160357
BIMM University,10037544,0232,Performers College Birmingham,England,B5 5SR,52.476504,-1.883993
BIMM University,10037544,0232,Performers College Essex,England,SS17 8JS,51.53502,0.453436
BIMM University,10037544,0232,Performers College Rayleigh,England,SS6 7UY,51.577803,0.605258
BIMM University,10037544,0232,SFS Birmingham,England,B5 5SS,52.47622,-1.883822
BIMM University,10037544,0232,SFS Brighton,England,BN1 1NH,50.820259,-0.138121
BIMM University,10037544,0232,SFS Manchester,England,M3 3AN,53.480628,-2.254871
Bird College,10002011,0453,Main campus,England,DA14 4ED,51.431935,0.105806
Birkbeck College,10007760,0127,Entire HEP,England,WC1E 7HX,51.521891,-0.130359
Birmingham City University,10007140,0052,Birmingham City University UAE Ras Al Khaimah Camp,United Arab Emirates,,52.481921,-1.888824
Birmingham City University,10007140,0052,City South Campus,England,B15 3TN,52.468243,-1.926046
Birmingham City University,10007140,0052,Main campus,England,B4 7AP,52.482793,-1.885955
Birmingham City University,10007140,0052,School of Art,England,B3 3BX,52.481092,-1.903261
Birmingham City University,10007140,0052,School of Jewellery,England,B1 3PA,52.486429,-1.91151
Birmingham Metropolitan College,10006442,1169,Main campus,England,B4 7PS,52.48321,-1.889341
Bishop Auckland College,10000720,1168,Main campus,England,DL14 6JZ,54.65052,-1.69652
Bishop Burton College,10000721,1167,Main campus,England,HU17 8QG,53.848058,-0.503445
Bishop Grosseteste University,10007811,0007,Entire HEP,England,LN1 3DY,53.243563,-0.537139
Blackburn College,10000747,1166,Main campus,England,BB2 1LH,53.748575,-2.489745
Blackpool and the Fylde College,10000754,1165,Main campus,England,FY2 0HB,53.859387,-3.026295
Bloomsbury Institute,10004061,0238,Entire HEP,England,WC1B 3RA,51.51948,-0.129063
BMC (Brooksby Melton College),10000952,1154,Main campus,England,LE13 0HJ,52.766397,-0.891705
Bolton College,10000794,1164,Main campus,England,BL3 5BG,53.574721,-2.437096
Boston College,10000812,1163,Main campus,England,PE21 6JF,52.973254,-0.014959
Bournemouth University,10000824,0050,Entire HEP,England,BH12 5BB,50.742979,-1.897168
BPP University,10031982,0214,Abingdon,England,OX14 1BZ,51.670421,-1.305384
BPP University,10031982,0214,Basingstoke and North Hampshire Hospital,England,RG24 9NA,51.280633,-1.109918
BPP University,10031982,0214,Birmingham,England,B4 6BN,52.483014,-1.895521
BPP University,10031982,0214,BPP University - London Waterloo,England,SE1 9NN,51.505838,-0.110641
BPP University,10031982,0214,Bristol,England,BS1 4QY,51.449584,-2.595051
BPP University,10031982,0214,Cambridge,England,CB2 3NA,52.204785,0.120979
BPP University,10031982,0214,Fitzwilliam House,England,EC3A 8BF,51.514484,-0.080463
BPP University,10031982,0214,Kettering General Hospital NHS Foundation Trust,England,NN16 8UZ,52.402783,-0.741293
BPP University,10031982,0214,Leeds,England,LS1 4HR,53.795568,-1.552064
BPP University,10031982,0214,London King's Cross,England,N1 9JY,51.531164,-0.120207
BPP University,10031982,0214,London Portsoken Street,England,E1 8BT,51.511646,-0.073521
BPP University,10031982,0214,Main campus,England,EC2M 5PD,51.516956,-0.085865
BPP University,10031982,0214,Manchester St James,England,M1 6FQ,53.475586,-2.241402
BPP University,10031982,0214,Red Lion Street,England,WC1R 4NY,51.518652,-0.117317
BPP University,10031982,0214,Rotherham Doncaster and South Humber NHS Foundatio,England,DN4 8QN,53.494823,-1.145978
BPP University,10031982,0214,Shepherd's Bush,England,W12 8AW,51.505317,-0.22284
BPP University,10031982,0214,Southampton,England,SO14 0TB,50.910466,-1.400648
BPP University,10031982,0214,University Hospital Southampton NHS Foundation Tru,England,SO16 6YD,50.933019,-1.435104
BPP University,10031982,0214,Waterloo,England,SE1 9NN,51.505838,-0.110641
Bracknell and Wokingham College,10000833,1192,Bracknell and Wokingham College,England,RG12 1DJ,51.416324,-0.744655
Bradford College,10000840,1161,Main campus,England,BD7 1AY,53.791677,-1.768111
Bridgwater and Taunton College,10000878,1158,Main campus,England,TA1 5AX,51.016061,-3.118879
Brighton and Sussex Medical School,99999999,7006,Main campus,England,BN1 9PX ,50.864249,-0.085693
Bristol Baptist College,10000894,0287,Entire HEP,England,BS8 3NJ,51.460494,-2.625879
Brit College,10028216,0280,Entire HEP,England,E14 7HS,51.512369,-0.035142
British Academy of Jewellery Limited,10038772,0427,Leicester,England,LE1 1WB,52.636431,-1.127621
British Academy of Jewellery Limited,10038772,0427,Main campus,England,EC1A 2AT,51.516738,-0.104006
Brockenhurst College,10000944,1157,Main campus,England,SO42 7ZE,50.821457,-1.569931
Bromley College of Further and Higher Education,10000948,1155,Main campus,England,BR2 8HE,51.38666,0.034796
Brooklands College,10000950,1156,Main campus,England,KT13 8TT,51.362672,-0.465522
Brunel University London,10000961,0113,Entire HEP,England,UB8 3PH,51.532838,-0.472856
Buckinghamshire New University,10000975,0009,Main campus,England,HP11 2JZ,51.627509,-0.752036
Buckinghamshire New University,10000975,0009,Uxbridge campus,England,UB8 1NA,51.549977,-0.483229
Burnley College,10001000,1152,Main campus,England,BB12 0AN,53.793909,-2.24807
Burton and South Derbyshire College,10001004,1153,Main campus,England,DE14 3RL,52.799693,-1.631174
Bury College,10001005,1151,Main campus,England,BL9 0BG,53.587602,-2.296091
Calderdale College,10001093,1150,Main campus,England,HX1 3UZ,53.719527,-1.874416
Cambridge Arts and Sciences Limited,10010308,0332,Entire HEP,England,CB5 8AD,52.208783,0.1189
Cambridge Regional College,10001116,1149,Main campus,England,CB4 2QT,52.235278,0.13434
Canterbury Christ Church University,10001143,0012,Broadstairs campus,England,CT10 2WA,51.359903,1.40698
Canterbury Christ Church University,10001143,0012,Folkestone campus,England,CT20 1JG,51.081539,1.1823
Canterbury Christ Church University,10001143,0012,Main campus,England,CT1 1QU,51.279643,1.089364
Canterbury Christ Church University,10001143,0012,Medway campus,England,ME4 4AW,51.397199,0.540105
Canterbury Christ Church University,10001143,0012,Salomons campus,England,TN3 0TG,51.152357,0.241168
Canterbury College,10001144,1148,Main campus,England,CT1 3AJ,51.276098,1.090619
Cardiff and Vale College,10034450,1199,Main campus,Wales,CF10 5FE,51.469695,-3.172884
Cardiff Metropolitan University,10007854,0089,Entire HEP,Wales,CF5 2YB,51.495831,-3.21211
Cardiff University,10007814,0179,Main campus,Wales,CF10 3AT,51.489014,-3.179717
Cardiff University,10007814,0179,National Software Academy,Wales,NP20 4AX,51.589588,-2.998604
Cardinal Newman Catholic Sixth Form College,10001165,1147,Main campus,England,PR1 4HD,53.757096,-2.688869
CEG UFP Limited,10057213,0431,Aston,England,B4 7ET,52.486637,-1.890952
CEG UFP Limited,10057213,0431,Birkbeck,England,WC1E 7HX,51.521891,-0.130359
CEG UFP Limited,10057213,0431,Coventry,England,CV1 5FB,52.194361,0.135318
CEG UFP Limited,10057213,0431,Hull,England,HU6 7RX,53.771778,-0.366384
CEG UFP Limited,10057213,0431,LSBU,England,SE1 6FE,51.49855,-0.104257
CEG UFP Limited,10057213,0431,Reading,England,RG1 5AQ,51.450965,-0.962051
CEG UFP Limited,10057213,0431,Southampton,England,SO15 2AT,50.911534,-1.402014
CEG UFP Limited,10057213,0431,Sunderland,England,SR6 0DD,54.912338,-1.373431
CEG UFP Limited,10057213,0431,UK North,England,PR1 2XQ,53.764063,-2.70993
Central Bedfordshire College,10002061,1146,Main campus,England,LU5 4HG,51.890763,-0.518838
Central Film School London,10024024,0409,Central Film School,England,E1 7SA,51.517082,-0.070974
Central School of Ballet,10001264,0446,Main campus,England,SE1 8DJ,51.506389,-0.106788
Centre for Alternative Technology,10021550,1196,Main campus,Wales,SY20 9AZ,,
Cheshire College South and West,10005972,1142,Main campus,England,CW2 8AB,53.089011,-2.454971
Chesterfield College,10001378,1144,Main campus,England,S41 7NG,53.240256,-1.425048
Chichester College Group,10007817,1143,Main campus,England,PO19 1SB,50.83492,-0.787766
Chicken Shed Theatre Company,10001386,0284,Entire HEP,England,N14 4PE,51.644436,-0.145242
Christ the Redeemer College,10026921,0342,Entire HEP,England,HA2 7LX,51.577239,-0.370208
Christie's Education Limited,10001419,0291,Entire HEP,England,W1B 1NB,51.520167,-0.144559
Cirencester College,10001446,1141,Main campus,England,GL7 1XA,51.71269,-1.986058
City and Guilds of London Art School,10039082,0292,Entire HEP,England,SE11 4DJ,51.486707,-0.10805
City College Norwich,10004772,1072,Main campus,England,NR2 2LJ,52.618144,1.286325
City College Plymouth,10005128,1063,Main campus,England,PL1 5QG,50.373877,-4.167558
City of Bristol College,10001467,1159,Main campus,England,BS1 5UA,51.450934,-2.60573
City of London College,10018361,0234,Main campus,England,E1 7PL,51.515863,-0.069697
City of Portsmouth College,10007945,1103,Main campus,England,PO6 2SA,50.837367,-1.062222
City of Sunderland College,10001475,1029,Main campus,England,SR3 4AH,54.892128,-1.409322
City of Wolverhampton College,10007578,1005,Main campus,England,WV6 0DU,52.589175,-2.156804
"City, University of London",10001478,0115,Entire HEP,England,EC1V 0HB,51.527903,-0.103099
Cliff College,10007912,0293,Entire HEP,England,S32 3XG,53.262636,-1.62853
Colchester Institute,10001535,1140,Main campus,England,CO3 3LL,51.893517,0.888574
Coleg Gwent,10008912,1200,Main campus,Wales,NP15 1XJ,,
College Cambria,10041295,1201,Main campus,Wales,LL12 7AB,,
College of Legal Practice Limited,10082828,0436,Entire HEP,England,LS1 5AB,53.797194,-1.54687
Commonwealth College of Excellence,10020038,0451,Main campus,England,EC1V 2NX,51.527304,-0.088894
Conservatoire for Dance and Drama,10001653,0199,Bristol Old Vic Theatre School,England,BS8 2XF,51.465925,-2.619173
Conservatoire for Dance and Drama,10001653,0199,Central School of Ballet,England,SE1 8DJ,51.506389,-0.106788
Conservatoire for Dance and Drama,10001653,0199,Conservatoire Central Office,England,W1F 8FL,51.51508,-0.134097
Conservatoire for Dance and Drama,10001653,0199,LCDS,England,WC1H 9PY,51.5273,-0.128984
Conservatoire for Dance and Drama,10001653,0199,London Academy of Music and Dramatic Art,England,W14 9DA,51.490551,-0.21395
Conservatoire for Dance and Drama,10001653,0199,London Contemporary Dance School,England,WC1H 9AT,51.52727,-0.128599
Conservatoire for Dance and Drama,10001653,0199,National Centre for Circus Arts,England,N1 6HD,51.527295,-0.082419
Conservatoire for Dance and Drama,10001653,0199,Northern School of Contemporary Dance,England,LS7 4BH,53.813069,-1.533471
Conservatoire for Dance and Drama,10001653,0199,Rambert School of Ballet and Contemporary Dance,England,TW1 1QN,51.461274,-0.321879
Conservatoire for Dance and Drama,10001653,0199,Royal Academy of Dramatic Art,England,WC1E 6ED,51.521704,-0.131577
Cornwall College,10001696,1136,Main campus,England,PL25 4DJ,50.346492,-4.785002
Court Theatre Training Company Ltd,10034324,0326,Main campus,England,N1 6EU  ,51.527878,-0.083404
Court Theatre Training Company Ltd,10034324,0326,Pitfield Street,England,N1 6EU,51.527878,-0.083404
Courtauld Institute of Art,10007761,0201,Entire HEP,England,WC2R 0RN,51.510732,-0.116938
Coventry College,10003010,1138,Main campus,England,CV2 1ED,52.432257,-1.468915
Coventry University,10001726,0056,Coventry University London Campus,England,E1 7JF,51.517946,-0.078805
Coventry University,10001726,0056,Coventry University Wroclaw,Poland,,52.405314,-1.500063
Coventry University,10001726,0056,CU London (Dagenham),England,RM10 7BN,51.560878,0.155589
Coventry University,10001726,0056,CU London (Greenwich),England,SE10 0ER,51.500721,0.00689
Coventry University,10001726,0056,CU Scarborough,England,YO11 2JW,54.270706,-0.413503
Coventry University,10001726,0056,Main campus,England,CV1 5FB,52.405314,-1.500063
Cranfield University,10007822,0002,India,India,,-3,-3
Cranfield University,10007822,0002,Main campus,England,MK43 0AL,52.069817,-0.630801
Cranfield University,10007822,0002,Milton Keynes,England,MK9 1LT,52.038197,-0.769572
Cranfield University,10007822,0002,Shrivenham,England,SN6 8LA,51.60539,-1.637896
Cranfield University,10007822,0002,Shrivenham,England,SN6 8LA,51.6051,-1.636715
Cranfield University,10007822,0002,Silsoe,England,MK45 4DT,52.005309,-0.426858
Craven College,10001743,1137,Main campus,England,BD23 1US,53.963392,-2.036742
Croydon College,10001778,1135,Main campus,England,CR9 1DX,51.373414,-0.095181
Cumbria Institute of the Arts,10001802,0192,Entire institution,England,CA3 9AY,54.906107,-2.932036
Dartington College of Arts,10001856,0015,Entire institution,England,TQ9 6EJ,50.453089,-3.692208
Dartington Hall Trust (The),10026767,0420,Dartington Arts School,England,TQ9 6EL,50.451829,-3.694149
Dartington Hall Trust (The),10026767,0420,Schumacher College,England,TQ9 6EA,50.451309,-3.70911
David Game College Ltd,10015688,0419,Entire HEP,England,EC3N 2ET,51.513081,-0.076475
DCG,10001919,1134,Main campus,England,DE24 8JE,52.916014,-1.459
De Montfort University,10001883,0068,Bedford campus,England,MK40 2BZ,52.141944,-0.478369
De Montfort University,10001883,0068,Entire HEP,England,LE1 9BH,52.629906,-1.137724
DN Colleges Group,10004695,1133,Main campus,England,DN1 2RF,53.529021,-1.135603
Dudley College of Technology,10007924,1132,Main campus,England,DY1 4AS,52.514257,-2.082623
Dyson Technical Training Limited,10067355,0415,Entire HEP,England,SN16 0RP,51.594842,-2.103762
"Ealing, Hammersmith & West London College",10002094,1115,Main campus,England,W14 9BL,51.491865,-0.214029
East End Computing and Business College Limited,10002113,0253,Main campus,England,E1 1PX,51.514954,-0.062529
East Riding College,10002126,1129,Main campus,England,HU17 0GH,53.840733,-0.421457
East Surrey College,10002130,1128,Main campus,England,RH1 2JX,51.253587,-0.162874
East Sussex College Group,10002923,1127,Main campus,England,BN21 2UF,50.788909,0.272124
Eastleigh College,10002143,1130,Main campus,England,SO50 5FS,50.961591,-1.358838
Easton and Otley College,10037344,1194,Main campus,England,NR9 5DX,52.57164,1.110615
Edge Hill University,10007823,0016,Entire HEP,England,L39 4QP,53.559608,-2.873836
Edinburgh College of Art,10007824,0096,Entire institution,Scotland,EH3 9DF,55.945839,-3.199604
Edinburgh Napier University,10007772,0107,Entire HEP,Scotland,EH14 1DJ,55.917998,-3.239866
EKC GROUP,10006570,1187,Main campus,England,CT10 1PN,51.354162,1.435027
Empire College London Limited,10022047,0252,Entire HEP,England,IG1 1BA,51.557886,0.07167
ESCP Europe Business School,10002313,0410,Entire HEP,England,NW3 7BG,51.555586,-0.193924
EThames Graduate School Limited,10008229,0235,Main campus,England,IG2 6NQ,51.576272,0.064279
European School of Osteopathy,10002344,7009,Entire HEP,England,ME14 3DZ,51.305512,0.544507
Exeter College,10002370,1126,Main campus,England,EX4 4JS,50.728223,-3.538392
Fairfield School of Business Ltd,10033187,0254,Main campus,England,CR0 1NX,51.372569,-0.099081
Falmouth University,10008640,0017,Dartington Campus,England,TQ9 6EJ,50.453089,-3.692208
Falmouth University,10008640,0017,Main campus,England,TR11 4RH,50.149625,-5.071079
Falmouth University,10008640,0017,Penryn,England,TR10 9FE,50.17055,-5.125645
Fareham College,10007928,1125,Main campus,England,PO14 1NH,50.851085,-1.199216
Farnborough College of Technology,10002412,1124,Main campus,England,GU14 6SB,51.285554,-0.751747
ForMission Ltd,10038763,0248,Main campus,England,B30 1HH,52.422398,-1.938939
Furness College,10002599,1123,Main campus,England,LA14 2PJ,54.116534,-3.242096
Futureworks,10022087,0281,Entire HEP,England,M3 5FS,53.48266,-2.253721
Gateshead College,10002638,1122,Main campus,England,NE8 3BE,54.966557,-1.598114
Glasgow Caledonian University,10007762,0106,London Campus,England,E1 6PX,51.518546,-0.072581
Glasgow Caledonian University,10007762,0106,Main campus,Scotland,G4 0BA,55.86729,-4.250057
Glasgow School of Art,10002681,0097,FORRES,Scotland,IV36 2SH,57.573965,-3.615153
Glasgow School of Art,10002681,0097,Main campus,Scotland,G3 6RQ,55.865948,-4.263662
Global Banking School Limited,10042500,0363,Birmingham - Fazeley St,England,B5 5SE,52.478249,-1.881918
Global Banking School Limited,10042500,0363,Global Education House,England,E15 2JA,51.537165,-0.003474
Global Banking School Limited,10042500,0363,Leeds,England,LS1 3DL,53.801741,-1.553821
Global Banking School Limited,10042500,0363,London - Greenford Road,England,UB6 0HE,51.548314,-0.341603
Global Banking School Limited,10042500,0363,London - Republic,England,E14 2BE,51.510185,-0.0049
Global Banking School Limited,10042500,0363,Main campus,England,E3 2SE,51.528558,-0.019897
Global Banking School Limited,10042500,0363,Manchester,England,M12 6JH,53.470746,-2.214271
Global Banking School Limited,10042500,0363,Stratford - Cam Road,England,E15 2SN,51.536986,-0.00142
Gloucestershire College,10002696,1121,Main campus,England,GL51 7SJ,51.901613,-2.11819
Glynd?r University,10007833,0087,Glyndwr University Flintshire,Wales,CH7 6AA,53.211996,-3.144851
Glynd?r University,10007833,0087,Glyndwr University London,England,KT1 1TY,51.412286,-0.305806
Glynd?r University,10007833,0087,Glyndwr University St Asaph,Wales,LL17 0JD,53.255931,-3.475585
Glynd?r University,10007833,0087,Main campus,Wales,LL11 2AW,53.052626,-3.006109
Goldsmiths College,10002718,0131,Entire HEP,England,SE14 6NW,51.474144,-0.035401
Gower College Swansea,10030408,0336,Entire HEP,Wales,SA2 9EB,51.622379,-3.983757
Grafton College,10002735,0245,Main campus,England,W1D 2HY,51.515727,-0.136304
Grantham College,10002743,1120,Main campus,England,NG31 9AP,52.912718,-0.63534
Greater Brighton Metropolitan College,10004736,1160,Main campus,England,BN1 4FA,50.828269,-0.136979
Gr?p Llandrillo Menai,10007820,0334,Abergele,Wales,LL22 7HT,53.286219,-3.57654
Gr?p Llandrillo Menai,10007820,0334,Bangor,Wales,LL57 2TP,53.223007,-4.141519
Gr?p Llandrillo Menai,10007820,0334,Denbigh,Wales,LL16 3SY,53.184343,-3.419654
Gr?p Llandrillo Menai,10007820,0334,Dolgellau,Wales,LL40 2SW,52.744734,-3.897765
Gr?p Llandrillo Menai,10007820,0334,Glynllifon,Wales,LL54 5DU,53.073078,-4.306898
Gr?p Llandrillo Menai,10007820,0334,Llangefni,Wales,LL77 7HY,53.256796,-4.296372
Gr?p Llandrillo Menai,10007820,0334,Main campus,Wales,LL28 4HZ,53.311403,-3.758251
Gr?p Llandrillo Menai,10007820,0334,Parc Menai,Wales,LL57 4BN,53.204945,-4.178628
Gr?p Llandrillo Menai,10007820,0334,Pwllheli,Wales,LL53 5EB,52.891833,-4.418496
Gr?p Llandrillo Menai,10007820,0334,Rhyl,Wales,LL18 2HG,53.312715,-3.48454
Gr?p NPTC Group,10009614,0335,Afan Campus,Wales,SA13 2AL,51.571547,-3.749645
Gr?p NPTC Group,10009614,0335,Brecon Beacons Campus,Wales,LD3 9SR,51.951876,-3.382322
Gr?p NPTC Group,10009614,0335,Llandarcy,Wales,SA10 6JD,51.639898,-3.858368
Gr?p NPTC Group,10009614,0335,Main campus,Wales,SA10 7RF,51.666461,-3.81415
Gr?p NPTC Group,10009614,0335,Newtown Campus,Wales,SY16 4HU,52.505257,-3.339249
GSM London,10007937,0215,Greenford Campus,England,UB6 0HE,51.550191,-0.340287
GSM London,10007937,0215,Main campus,England,SE1 4LG,51.499761,-0.091341
Guildford College of Further and Higher Education,10002815,1118,Main campus,England,GU1 1EZ,51.246075,-0.569872
Guildhall School of Music and Drama,10007825,0208,Entire HEP,England,EC2Y 8DT,51.519517,-0.092374
Hadlow College,10002843,1117,Main campus,England,TN11 0AL,51.225228,0.328911
Halesowen College,10002852,1116,Main campus,England,B63 3NA,52.457161,-2.051979
Harlow College,10002899,1114,Main campus,England,CM20 3EZ,51.76932,0.098238
Harper Adams University,10040812,0018,Entire HEP,England,TF10 8NB,52.77991,-2.425557
Harper and Keele Veterinary School,90000451,0411,Main campus,England,TF10 8NB,52.77991,-2.425557
Hartpury College,10002919,1113,Main campus,England,GL19 3BE,51.904913,-2.310281
Hartpury College of Further Education,10080810,1184,Main campus,England,GL19 3BE,51.904913,-2.310281
Hartpury University,10080811,0352,Entire HEP,England,GL19 3BE,51.904913,-2.310281
Havant and South Downs College,10005979,1112,Main campus,England,PO7 8AA,50.861598,-1.021127
Havering College of Further and Higher Education,10002935,1111,Main campus,England,RM11 2LL,51.581596,0.22125
HCUC,10007193,1110,Main campus,England,UB8 1NQ,51.549947,-0.469124
Heart of Worcestershire College,10007977,1004,Main campus,England,WR1 2JF,52.191537,-2.223534
Heart of Yorkshire Education Group,10007289,1019,Main campus,England,WF1 2DH,53.685588,-1.503855
Hereford College of Arts,10003022,1108,Main campus,England,HR1 1LT,52.060873,-2.697601
"Herefordshire, Ludlow and North Shropshire College",10003023,1109,Main campus,England,HR1 1LS,52.061747,-2.697295
Heriot-Watt University,10007764,0171,Dubai campus,United Arab Emirates,,55.909385,-3.320682
Heriot-Watt University,10007764,0171,Main campus,Scotland,EH14 4AS,55.909385,-3.320682
Heriot-Watt University,10007764,0171,Malaysia campus,Malaysia,,55.909385,-3.320682
Heriot-Watt University,10007764,0171,Orkney campus,Scotland,KW16 3AN,58.963829,-3.299353
Heriot-Watt University,10007764,0171,Scottish Borders campus,Scotland,TD1 3HE,55.607703,-2.783205
Hertford Regional College,10003035,1107,Main campus,England,SG12 9JF,51.80769,-0.031549
Heythrop College,10007765,0205,Entire HEP,England,W8 5HN,51.499883,-0.190908
Holborn College Limited,10042194,0273,Main campus,England,SE1 1HR,51.502853,-0.091788
Holy Cross College,10003128,1105,Main campus,England,BL9 9BB,53.584917,-2.298896
Homerton College,10003138,0019,Main campus,England,CB2 2PH ,0.13599,52.186062
Hopwood Hall College,10003146,1104,Main campus,England,M24 6XH,53.569124,-2.188708
Hugh Baird College,10003193,1102,Main campus,England,L20 7EW,53.445072,-2.989404
Hull College,10003200,1101,Main campus,England,HU1 3DG,53.746393,-0.331867
Hull York Medical School,99999998,7005,Main campus,England,YO10 5DD,53.948419,-1.053544
Hult International Business School Ltd,10003212,0406,London PG,England,WC1N 2AT,51.521688,-0.115405
Hult International Business School Ltd,10003212,0406,Main campus,England,E1 1LD,51.515125,-0.068433
ICOM,10023445,0297,Main campus,England,RH19 1DZ,51.130613,-0.016171
ICON College of Technology and Management,10003239,0236,Entire HEP,England,E1 1EG,51.515495,-0.06755
IFS University College,10008289,0217,Lovat Lane,England,EC3R 8EB,51.509875,-0.083986
IFS University College,10008289,0217,Peninsular House,England,EC3R 8LJ,51.509679,-0.085219
"Imperial College of Science, Technology and Medicine",10003270,0132,Entire HEP,England,SW7 2AZ,51.498317,-0.176923
