variable,coef,se,t,p_value,ci_low,ci_high,stars,sector,outcome,n,r2
enterprise_birth_rate,-3.0744234988453427,1.311732924477012,-2.3437877036372443,0.01908903342207502,-5.645372788155685,-0.5034742095350007,**,Financial Services,lq_bus,279,0.423
enterprise_death_rate,1.7456579607320428,1.9674238315901607,0.8872810894646546,0.3749275841644657,-2.1104218915104687,5.601737812974554,,Financial Services,lq_bus,279,0.423
broadband,0.0017137082200451167,0.0015974586579011931,1.0727715622366447,0.2833736230705445,-0.001417253216232913,0.004844669656323146,,Financial Services,lq_bus,279,0.423
transport_to_employer,-0.006354195412512732,0.015799871767750013,-0.40216753059240834,0.68756073631897,-0.03732137503765395,0.024612984212628492,,Financial Services,lq_bus,279,0.423
drive_to_employer,-0.06612238761118762,0.12821217601269605,-0.5157262723989642,0.6060456024719817,-0.3174136349755821,0.1851688597532069,,Financial Services,lq_bus,279,0.423
cycle_to_employer,-0.003026131149231826,0.04475165856677339,-0.0676205362247429,0.9460877072719217,-0.09073777018854104,0.0846855078900774,,Financial Services,lq_bus,279,0.423
nvq_level3,0.0021907987604083516,0.002356998418122387,0.929486733450406,0.3526368973650329,-0.002428833250729406,0.006810430771546109,,Financial Services,lq_bus,279,0.423
apprenticeship_starts,-4.87252703086641e-05,0.00017746474453453413,-0.2745630994847109,0.7836519194418552,-0.00039654977812195234,0.0002990992375046242,,Financial Services,lq_bus,279,0.423
apprenticeship_achievements,-0.00026278620306413684,0.0002999534036267887,-0.8760900856157763,0.38098106212103233,-0.0008506840712128488,0.00032511166508457514,,Financial Services,lq_bus,279,0.423
fe_participation,-2.1283143095659687e-05,2.1194049869531902e-05,-1.0042036905016376,0.31528044364568086,-6.282271752648804e-05,2.0256431335168673e-05,,Financial Services,lq_bus,279,0.423
unemployment_rate,-0.05444396790120205,0.024723305831126134,-2.2021313926658714,0.027656028555013604,-0.10290075690897837,-0.005987178893425725,**,Financial Services,lq_bus,279,0.423
housing_net_additions,0.006753881790369663,0.004034702523961363,1.6739478933724579,0.09414084042563764,-0.0011539898449274633,0.01466175342566679,*,Financial Services,lq_bus,279,0.423
related_variety,2.967094603480492,0.518436012463883,5.723164541327452,1.0455791005143264e-08,1.950978690762723,3.9832105161982616,***,Financial Services,lq_bus,279,0.423
within_sector_diversity,-0.6182800584798517,0.2443901437195586,-2.529889499919184,0.011409845404252026,-1.0972759383467543,-0.13928417861294912,**,Financial Services,lq_bus,279,0.423
n_universities_feecap_lad,0.04755089233216205,0.013078658289138846,3.6357622686457542,0.0002771598473596853,0.021917193119343672,0.07318459154498043,***,Financial Services,lq_bus,279,0.423
apprenticeship_starts,-1.5756050124110242e-05,1.1739331512322274e-05,-1.3421590579984721,0.17954442830257067,-3.876471709083803e-05,7.25261684261754e-06,,Financial Services,gd_emp,295,0.051
housing_net_additions,0.00088272136113885,0.0004935562964438751,1.7884917434929914,0.07369670654966813,-8.463120423411958e-05,0.0018500739265118196,*,Financial Services,gd_emp,295,0.051
size_large_share,0.4011757741297018,0.24795627042602503,1.6179295383029568,0.10567778364966215,-0.0848095856461814,0.8871611339055849,,Financial Services,gd_emp,295,0.051
