YEAR,GEOGRAPHY_CODE,GEOGRAPHY_NAME,IS8_SECTOR,OBS_Value_Business,OBS_Value_Employment,growth_firms,growth_emp
2016,E02000984,Bolton 001,Advanced manufacturing,0.0,20.0,,
2017,E02000984,Bolton 001,Advanced manufacturing,0.0,20.0,0.0,0.0
2018,E02000984,Bolton 001,Advanced manufacturing,0.0,0.0,0.0,-3.0445225
2019,E02000984,Bolton 001,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02000984,Bolton 001,Advanced manufacturing,0.0,20.0,0.0,3.0445225
2021,E02000984,Bolton 001,Advanced manufacturing,0.0,0.0,0.0,-3.0445225
2022,E02000984,Bolton 001,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02000984,Bolton 001,Advanced manufacturing,0.0,30.0,0.0,3.4339871
2024,E02000984,Bolton 001,Advanced manufacturing,0.0,40.0,0.0,0.27958488
2016,E02000984,Bolton 001,Creative Industries,25.0,55.0,,
2017,E02000984,Bolton 001,Creative Industries,35.0,80.0,0.32542253,0.3690977
2018,E02000984,Bolton 001,Creative Industries,35.0,50.0,0.0,-0.4626236
2019,E02000984,Bolton 001,Creative Industries,40.0,75.0,0.13005304,0.39890766
2020,E02000984,Bolton 001,Creative Industries,35.0,70.0,-0.13005304,-0.068053246
2021,E02000984,Bolton 001,Creative Industries,35.0,30.0,0.0,-0.8286929
2022,E02000984,Bolton 001,Creative Industries,30.0,65.0,-0.14953184,0.7556677
2023,E02000984,Bolton 001,Creative Industries,25.0,50.0,-0.17589068,-0.2578292
2024,E02000984,Bolton 001,Creative Industries,25.0,60.0,0.0,0.17904806
2016,E02000984,Bolton 001,Defence sector,0.0,0.0,,
2017,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2018,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2019,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2020,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2021,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2022,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2023,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2024,E02000984,Bolton 001,Defence sector,0.0,0.0,0.0,0.0
2016,E02000984,Bolton 001,Digital and Technology,30.0,145.0,,
2017,E02000984,Bolton 001,Digital and Technology,40.0,105.0,0.27958488,-0.32016754
2018,E02000984,Bolton 001,Digital and Technology,40.0,65.0,0.0,-0.47378445
2019,E02000984,Bolton 001,Digital and Technology,35.0,85.0,-0.13005304,0.2646923
2020,E02000984,Bolton 001,Digital and Technology,40.0,85.0,0.13005304,0.0
2021,E02000984,Bolton 001,Digital and Technology,40.0,55.0,0.0,-0.4289956
2022,E02000984,Bolton 001,Digital and Technology,25.0,95.0,-0.45547557,0.5389967
2023,E02000984,Bolton 001,Digital and Technology,20.0,55.0,-0.21357393,-0.5389967
2024,E02000984,Bolton 001,Digital and Technology,25.0,100.0,0.21357393,0.5897689
2016,E02000984,Bolton 001,Financial Services,10.0,100.0,,
2017,E02000984,Bolton 001,Financial Services,15.0,130.0,0.3746934,0.260077
2018,E02000984,Bolton 001,Financial Services,15.0,180.0,0.0,0.3232994
2019,E02000984,Bolton 001,Financial Services,10.0,220.0,-0.3746934,0.19966602
2020,E02000984,Bolton 001,Financial Services,15.0,360.0,0.3746934,0.49071503
2021,E02000984,Bolton 001,Financial Services,30.0,460.0,0.6613984,0.24452019
2022,E02000984,Bolton 001,Financial Services,20.0,510.0,-0.38946462,0.102971554
2023,E02000984,Bolton 001,Financial Services,25.0,425.0,0.21357393,-0.18193007
2024,E02000984,Bolton 001,Financial Services,25.0,270.0,0.0,-0.45232058
2016,E02000984,Bolton 001,Life Sciences,0.0,0.0,,
2017,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000984,Bolton 001,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000984,Bolton 001,Life Sciences,0.0,10.0,0.0,2.3978953
2016,E02000984,Bolton 001,Professional and Business Services,130.0,550.0,,
2017,E02000984,Bolton 001,Professional and Business Services,145.0,275.0,0.108409405,-0.6913338
2018,E02000984,Bolton 001,Professional and Business Services,145.0,320.0,0.0,0.15104008
2019,E02000984,Bolton 001,Professional and Business Services,120.0,330.0,-0.18781614,0.030677319
2020,E02000984,Bolton 001,Professional and Business Services,125.0,315.0,0.040491104,-0.04637623
2021,E02000984,Bolton 001,Professional and Business Services,130.0,240.0,0.038915634,-0.27094507
2022,E02000984,Bolton 001,Professional and Business Services,130.0,245.0,0.0,0.020534515
2023,E02000984,Bolton 001,Professional and Business Services,115.0,280.0,-0.1216073,0.13302326
2024,E02000984,Bolton 001,Professional and Business Services,120.0,290.0,0.042200565,0.034968376
2016,E02000985,Bolton 002,Advanced manufacturing,0.0,20.0,,
2017,E02000985,Bolton 002,Advanced manufacturing,0.0,30.0,0.0,0.38946462
2018,E02000985,Bolton 002,Advanced manufacturing,0.0,0.0,0.0,-3.4339871
2019,E02000985,Bolton 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02000985,Bolton 002,Advanced manufacturing,5.0,10.0,1.7917595,2.3978953
2021,E02000985,Bolton 002,Advanced manufacturing,5.0,10.0,0.0,0.0
2022,E02000985,Bolton 002,Advanced manufacturing,5.0,5.0,0.0,-0.60613585
2023,E02000985,Bolton 002,Advanced manufacturing,5.0,0.0,0.0,-1.7917595
2024,E02000985,Bolton 002,Advanced manufacturing,5.0,0.0,0.0,0.0
2016,E02000985,Bolton 002,Creative Industries,40.0,40.0,,
2017,E02000985,Bolton 002,Creative Industries,30.0,50.0,-0.27958488,0.21825361
2018,E02000985,Bolton 002,Creative Industries,30.0,50.0,0.0,0.0
2019,E02000985,Bolton 002,Creative Industries,25.0,50.0,-0.17589068,0.0
2020,E02000985,Bolton 002,Creative Industries,25.0,40.0,0.0,-0.21825361
2021,E02000985,Bolton 002,Creative Industries,25.0,35.0,0.0,-0.13005304
2022,E02000985,Bolton 002,Creative Industries,25.0,40.0,0.0,0.13005304
2023,E02000985,Bolton 002,Creative Industries,30.0,35.0,0.17589068,-0.13005304
2024,E02000985,Bolton 002,Creative Industries,20.0,45.0,-0.38946462,0.24512243
2016,E02000985,Bolton 002,Defence sector,0.0,0.0,,
2017,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2018,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2019,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2020,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2021,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2022,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2023,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2024,E02000985,Bolton 002,Defence sector,0.0,0.0,0.0,0.0
2016,E02000985,Bolton 002,Digital and Technology,35.0,60.0,,
2017,E02000985,Bolton 002,Digital and Technology,30.0,70.0,-0.14953184,0.15180635
2018,E02000985,Bolton 002,Digital and Technology,25.0,55.0,-0.17589068,-0.23732853
2019,E02000985,Bolton 002,Digital and Technology,30.0,60.0,0.17589068,0.085522175
2020,E02000985,Bolton 002,Digital and Technology,30.0,65.0,0.0,0.07878113
2021,E02000985,Bolton 002,Digital and Technology,30.0,50.0,0.0,-0.2578292
2022,E02000985,Bolton 002,Digital and Technology,25.0,85.0,-0.17589068,0.5225215
2023,E02000985,Bolton 002,Digital and Technology,25.0,40.0,0.0,-0.7407751
2024,E02000985,Bolton 002,Digital and Technology,25.0,75.0,0.0,0.6171613
2016,E02000985,Bolton 002,Financial Services,10.0,75.0,,
2017,E02000985,Bolton 002,Financial Services,10.0,85.0,0.0,0.123613834
2018,E02000985,Bolton 002,Financial Services,10.0,60.0,0.0,-0.34347343
2019,E02000985,Bolton 002,Financial Services,10.0,85.0,0.0,0.34347343
2020,E02000985,Bolton 002,Financial Services,5.0,20.0,-0.60613585,-1.4098246
2021,E02000985,Bolton 002,Financial Services,5.0,115.0,0.0,1.7090676
2022,E02000985,Bolton 002,Financial Services,5.0,50.0,0.0,-0.82176447
2023,E02000985,Bolton 002,Financial Services,5.0,25.0,0.0,-0.6737292
2024,E02000985,Bolton 002,Financial Services,5.0,30.0,0.0,0.17589068
2016,E02000985,Bolton 002,Life Sciences,0.0,0.0,,
2017,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000985,Bolton 002,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000985,Bolton 002,Professional and Business Services,120.0,265.0,,
2017,E02000985,Bolton 002,Professional and Business Services,110.0,245.0,-0.08626032,-0.07816458
2018,E02000985,Bolton 002,Professional and Business Services,135.0,455.0,0.20312452,0.6171613
2019,E02000985,Bolton 002,Professional and Business Services,110.0,225.0,-0.20312452,-0.7019577
2020,E02000985,Bolton 002,Professional and Business Services,95.0,195.0,-0.14518213,-0.14242029
2021,E02000985,Bolton 002,Professional and Business Services,75.0,175.0,-0.23361492,-0.10763073
2022,E02000985,Bolton 002,Professional and Business Services,70.0,165.0,-0.068053246,-0.058496475
2023,E02000985,Bolton 002,Professional and Business Services,75.0,170.0,0.068053246,0.02967596
2024,E02000985,Bolton 002,Professional and Business Services,70.0,190.0,-0.068053246,0.11061001
2016,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,,
2017,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02000986,Bolton 003,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02000986,Bolton 003,Creative Industries,10.0,20.0,,
2017,E02000986,Bolton 003,Creative Industries,10.0,30.0,0.0,0.38946462
2018,E02000986,Bolton 003,Creative Industries,10.0,15.0,0.0,-0.6613984
2019,E02000986,Bolton 003,Creative Industries,10.0,35.0,0.0,0.81093025
2020,E02000986,Bolton 003,Creative Industries,10.0,25.0,0.0,-0.32542253
2021,E02000986,Bolton 003,Creative Industries,10.0,10.0,0.0,-0.8602011
2022,E02000986,Bolton 003,Creative Industries,5.0,5.0,-0.60613585,-0.60613585
2023,E02000986,Bolton 003,Creative Industries,10.0,10.0,0.60613585,0.60613585
2024,E02000986,Bolton 003,Creative Industries,25.0,25.0,0.8602011,0.8602011
2016,E02000986,Bolton 003,Defence sector,0.0,0.0,,
2017,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2018,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2019,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2020,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2021,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2022,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2023,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2024,E02000986,Bolton 003,Defence sector,0.0,0.0,0.0,0.0
2016,E02000986,Bolton 003,Digital and Technology,20.0,30.0,,
2017,E02000986,Bolton 003,Digital and Technology,20.0,25.0,0.0,-0.17589068
2018,E02000986,Bolton 003,Digital and Technology,10.0,20.0,-0.6466272,-0.21357393
2019,E02000986,Bolton 003,Digital and Technology,20.0,30.0,0.6466272,0.38946462
2020,E02000986,Bolton 003,Digital and Technology,15.0,20.0,-0.2719338,-0.38946462
2021,E02000986,Bolton 003,Digital and Technology,15.0,20.0,0.0,0.0
2022,E02000986,Bolton 003,Digital and Technology,10.0,30.0,-0.3746934,0.38946462
2023,E02000986,Bolton 003,Digital and Technology,10.0,5.0,0.0,-1.6422276
2024,E02000986,Bolton 003,Digital and Technology,10.0,25.0,0.0,1.466337
2016,E02000986,Bolton 003,Financial Services,0.0,0.0,,
2017,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2018,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2019,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2020,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2021,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2022,E02000986,Bolton 003,Financial Services,0.0,0.0,0.0,0.0
2023,E02000986,Bolton 003,Financial Services,5.0,0.0,1.7917595,0.0
2024,E02000986,Bolton 003,Financial Services,0.0,0.0,-1.7917595,0.0
2016,E02000986,Bolton 003,Life Sciences,0.0,0.0,,
2017,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000986,Bolton 003,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000986,Bolton 003,Professional and Business Services,65.0,130.0,,
2017,E02000986,Bolton 003,Professional and Business Services,65.0,80.0,0.0,-0.48074818
2018,E02000986,Bolton 003,Professional and Business Services,55.0,85.0,-0.1643033,0.0598979
2019,E02000986,Bolton 003,Professional and Business Services,65.0,130.0,0.1643033,0.42085028
2020,E02000986,Bolton 003,Professional and Business Services,65.0,100.0,0.0,-0.260077
2021,E02000986,Bolton 003,Professional and Business Services,65.0,115.0,0.0,0.1384697
2022,E02000986,Bolton 003,Professional and Business Services,70.0,90.0,0.07302523,-0.24273062
2023,E02000986,Bolton 003,Professional and Business Services,65.0,95.0,-0.07302523,0.05348873
2024,E02000986,Bolton 003,Professional and Business Services,65.0,105.0,0.0,0.09909105
2016,E02000987,Bolton 004,Advanced manufacturing,0.0,10.0,,
2017,E02000987,Bolton 004,Advanced manufacturing,0.0,10.0,0.0,0.0
2018,E02000987,Bolton 004,Advanced manufacturing,0.0,0.0,0.0,-2.3978953
2019,E02000987,Bolton 004,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02000987,Bolton 004,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02000987,Bolton 004,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02000987,Bolton 004,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02000987,Bolton 004,Advanced manufacturing,0.0,20.0,0.0,3.0445225
2024,E02000987,Bolton 004,Advanced manufacturing,0.0,10.0,0.0,-0.6466272
2016,E02000987,Bolton 004,Creative Industries,10.0,50.0,,
2017,E02000987,Bolton 004,Creative Industries,15.0,60.0,0.3746934,0.17904806
2018,E02000987,Bolton 004,Creative Industries,15.0,60.0,0.0,0.0
2019,E02000987,Bolton 004,Creative Industries,10.0,115.0,-0.3746934,0.6427164
2020,E02000987,Bolton 004,Creative Industries,5.0,45.0,-0.60613585,-0.9249487
2021,E02000987,Bolton 004,Creative Industries,15.0,35.0,0.98082924,-0.24512243
2022,E02000987,Bolton 004,Creative Industries,15.0,15.0,0.0,-0.81093025
2023,E02000987,Bolton 004,Creative Industries,10.0,95.0,-0.3746934,1.7917595
2024,E02000987,Bolton 004,Creative Industries,25.0,100.0,0.8602011,0.05077219
2016,E02000987,Bolton 004,Defence sector,0.0,0.0,,
2017,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2018,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2019,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2020,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2021,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2022,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2023,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2024,E02000987,Bolton 004,Defence sector,0.0,0.0,0.0,0.0
2016,E02000987,Bolton 004,Digital and Technology,15.0,125.0,,
2017,E02000987,Bolton 004,Digital and Technology,20.0,105.0,0.2719338,-0.1728425
2018,E02000987,Bolton 004,Digital and Technology,20.0,85.0,0.0,-0.20909214
2019,E02000987,Bolton 004,Digital and Technology,15.0,175.0,-0.2719338,0.71613693
2020,E02000987,Bolton 004,Digital and Technology,20.0,115.0,0.2719338,-0.41689396
2021,E02000987,Bolton 004,Digital and Technology,15.0,125.0,-0.2719338,0.08269167
2022,E02000987,Bolton 004,Digital and Technology,25.0,120.0,0.48550773,-0.040491104
2023,E02000987,Bolton 004,Digital and Technology,20.0,115.0,-0.21357393,-0.042200565
2024,E02000987,Bolton 004,Digital and Technology,25.0,105.0,0.21357393,-0.09015083
2016,E02000987,Bolton 004,Financial Services,15.0,95.0,,
2017,E02000987,Bolton 004,Financial Services,10.0,85.0,-0.3746934,-0.11000109
2018,E02000987,Bolton 004,Financial Services,10.0,70.0,0.0,-0.19166708
2019,E02000987,Bolton 004,Financial Services,15.0,90.0,0.3746934,0.24817944
2020,E02000987,Bolton 004,Financial Services,20.0,70.0,0.2719338,-0.24817944
2021,E02000987,Bolton 004,Financial Services,25.0,80.0,0.21357393,0.13176918
2022,E02000987,Bolton 004,Financial Services,20.0,50.0,-0.21357393,-0.4626236
2023,E02000987,Bolton 004,Financial Services,10.0,600.0,-0.6466272,2.4667692
2024,E02000987,Bolton 004,Financial Services,5.0,445.0,-0.60613585,-0.29827595
2016,E02000987,Bolton 004,Life Sciences,0.0,20.0,,
2017,E02000987,Bolton 004,Life Sciences,0.0,10.0,0.0,-0.6466272
2018,E02000987,Bolton 004,Life Sciences,0.0,10.0,0.0,0.0
2019,E02000987,Bolton 004,Life Sciences,0.0,10.0,0.0,0.0
2020,E02000987,Bolton 004,Life Sciences,0.0,0.0,0.0,-2.3978953
2021,E02000987,Bolton 004,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000987,Bolton 004,Life Sciences,0.0,40.0,0.0,3.713572
2023,E02000987,Bolton 004,Life Sciences,0.0,100.0,0.0,0.9015484
2024,E02000987,Bolton 004,Life Sciences,0.0,100.0,0.0,0.0
2016,E02000987,Bolton 004,Professional and Business Services,65.0,470.0,,
2017,E02000987,Bolton 004,Professional and Business Services,85.0,320.0,0.2646923,-0.38341713
2018,E02000987,Bolton 004,Professional and Business Services,80.0,330.0,-0.0598979,0.030677319
2019,E02000987,Bolton 004,Professional and Business Services,70.0,375.0,-0.13176918,0.12747097
2020,E02000987,Bolton 004,Professional and Business Services,75.0,475.0,0.068053246,0.2358284
2021,E02000987,Bolton 004,Professional and Business Services,80.0,360.0,0.063715935,-0.2765398
2022,E02000987,Bolton 004,Professional and Business Services,75.0,340.0,-0.063715935,-0.05699539
2023,E02000987,Bolton 004,Professional and Business Services,65.0,525.0,-0.14107847,0.43341875
2024,E02000987,Bolton 004,Professional and Business Services,70.0,345.0,0.07302523,-0.41886234
2016,E02000988,Bolton 005,Advanced manufacturing,0.0,50.0,,
2017,E02000988,Bolton 005,Advanced manufacturing,0.0,60.0,0.0,0.17904806
2018,E02000988,Bolton 005,Advanced manufacturing,0.0,60.0,0.0,0.0
2019,E02000988,Bolton 005,Advanced manufacturing,0.0,50.0,0.0,-0.17904806
2020,E02000988,Bolton 005,Advanced manufacturing,0.0,60.0,0.0,0.17904806
2021,E02000988,Bolton 005,Advanced manufacturing,0.0,50.0,0.0,-0.17904806
2022,E02000988,Bolton 005,Advanced manufacturing,0.0,50.0,0.0,0.0
2023,E02000988,Bolton 005,Advanced manufacturing,0.0,60.0,0.0,0.17904806
2024,E02000988,Bolton 005,Advanced manufacturing,0.0,60.0,0.0,0.0
2016,E02000988,Bolton 005,Creative Industries,10.0,125.0,,
2017,E02000988,Bolton 005,Creative Industries,5.0,130.0,-0.60613585,0.038915634
2018,E02000988,Bolton 005,Creative Industries,10.0,140.0,0.60613585,0.07356262
2019,E02000988,Bolton 005,Creative Industries,5.0,125.0,-0.60613585,-0.112478256
2020,E02000988,Bolton 005,Creative Industries,5.0,115.0,0.0,-0.08269167
2021,E02000988,Bolton 005,Creative Industries,10.0,90.0,0.60613585,-0.24273062
2022,E02000988,Bolton 005,Creative Industries,5.0,90.0,-0.60613585,0.0
2023,E02000988,Bolton 005,Creative Industries,5.0,115.0,0.0,0.24273062
2024,E02000988,Bolton 005,Creative Industries,10.0,105.0,0.60613585,-0.09015083
2016,E02000988,Bolton 005,Defence sector,0.0,0.0,,
2017,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2018,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2019,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2020,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2021,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2022,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2023,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2024,E02000988,Bolton 005,Defence sector,0.0,0.0,0.0,0.0
2016,E02000988,Bolton 005,Digital and Technology,30.0,125.0,,
2017,E02000988,Bolton 005,Digital and Technology,15.0,145.0,-0.6613984,0.14732504
2018,E02000988,Bolton 005,Digital and Technology,20.0,110.0,0.2719338,-0.27407646
2019,E02000988,Bolton 005,Digital and Technology,15.0,95.0,-0.2719338,-0.14518213
2020,E02000988,Bolton 005,Digital and Technology,15.0,115.0,0.0,0.18924189
2021,E02000988,Bolton 005,Digital and Technology,20.0,95.0,0.2719338,-0.18924189
2022,E02000988,Bolton 005,Digital and Technology,15.0,125.0,-0.2719338,0.27193356
2023,E02000988,Bolton 005,Digital and Technology,15.0,80.0,0.0,-0.44183254
2024,E02000988,Bolton 005,Digital and Technology,20.0,80.0,0.2719338,0.0
2016,E02000988,Bolton 005,Financial Services,5.0,30.0,,
2017,E02000988,Bolton 005,Financial Services,5.0,20.0,0.0,-0.38946462
2018,E02000988,Bolton 005,Financial Services,5.0,0.0,0.0,-3.0445225
2019,E02000988,Bolton 005,Financial Services,5.0,10.0,0.0,2.3978953
2020,E02000988,Bolton 005,Financial Services,0.0,0.0,-1.7917595,-2.3978953
2021,E02000988,Bolton 005,Financial Services,5.0,10.0,1.7917595,2.3978953
2022,E02000988,Bolton 005,Financial Services,5.0,0.0,0.0,-2.3978953
2023,E02000988,Bolton 005,Financial Services,5.0,10.0,0.0,2.3978953
2024,E02000988,Bolton 005,Financial Services,5.0,10.0,0.0,0.0
2016,E02000988,Bolton 005,Life Sciences,0.0,0.0,,
2017,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000988,Bolton 005,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000988,Bolton 005,Professional and Business Services,50.0,770.0,,
2017,E02000988,Bolton 005,Professional and Business Services,55.0,795.0,0.09352589,0.031910896
2018,E02000988,Bolton 005,Professional and Business Services,55.0,815.0,0.0,0.024815083
2019,E02000988,Bolton 005,Professional and Business Services,60.0,535.0,0.085522175,-0.42027998
2020,E02000988,Bolton 005,Professional and Business Services,65.0,445.0,0.07878113,-0.18381548
2021,E02000988,Bolton 005,Professional and Business Services,60.0,480.0,-0.07878113,0.07554817
2022,E02000988,Bolton 005,Professional and Business Services,65.0,815.0,0.07878113,0.5285473
2023,E02000988,Bolton 005,Professional and Business Services,60.0,735.0,-0.07878113,-0.10318422
2024,E02000988,Bolton 005,Professional and Business Services,80.0,795.0,0.28357553,0.07836914
2016,E02000989,Bolton 006,Advanced manufacturing,0.0,10.0,,
2017,E02000989,Bolton 006,Advanced manufacturing,0.0,10.0,0.0,0.0
2018,E02000989,Bolton 006,Advanced manufacturing,0.0,10.0,0.0,0.0
2019,E02000989,Bolton 006,Advanced manufacturing,0.0,0.0,0.0,-2.3978953
2020,E02000989,Bolton 006,Advanced manufacturing,5.0,10.0,1.7917595,2.3978953
2021,E02000989,Bolton 006,Advanced manufacturing,0.0,10.0,-1.7917595,0.0
2022,E02000989,Bolton 006,Advanced manufacturing,0.0,10.0,0.0,0.0
2023,E02000989,Bolton 006,Advanced manufacturing,0.0,0.0,0.0,-2.3978953
2024,E02000989,Bolton 006,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02000989,Bolton 006,Creative Industries,10.0,20.0,,
2017,E02000989,Bolton 006,Creative Industries,15.0,20.0,0.3746934,0.0
2018,E02000989,Bolton 006,Creative Industries,10.0,5.0,-0.3746934,-1.252763
2019,E02000989,Bolton 006,Creative Industries,10.0,25.0,0.0,1.466337
2020,E02000989,Bolton 006,Creative Industries,10.0,5.0,0.0,-1.466337
2021,E02000989,Bolton 006,Creative Industries,5.0,5.0,-0.60613585,0.0
2022,E02000989,Bolton 006,Creative Industries,10.0,5.0,0.60613585,0.0
2023,E02000989,Bolton 006,Creative Industries,10.0,10.0,0.0,0.60613585
2024,E02000989,Bolton 006,Creative Industries,10.0,5.0,0.0,-0.60613585
2016,E02000989,Bolton 006,Defence sector,0.0,0.0,,
2017,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2018,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2019,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2020,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2021,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2022,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2023,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2024,E02000989,Bolton 006,Defence sector,0.0,0.0,0.0,0.0
2016,E02000989,Bolton 006,Digital and Technology,20.0,25.0,,
2017,E02000989,Bolton 006,Digital and Technology,20.0,30.0,0.0,0.17589068
2018,E02000989,Bolton 006,Digital and Technology,20.0,35.0,0.0,0.14953184
2019,E02000989,Bolton 006,Digital and Technology,20.0,45.0,0.0,0.24512243
2020,E02000989,Bolton 006,Digital and Technology,25.0,30.0,0.21357393,-0.39465427
2021,E02000989,Bolton 006,Digital and Technology,25.0,45.0,0.0,0.39465427
